,distrito,Nacionales,Extranjeros,nacionales,extranjeros,total,mes
7,fuencarral,225615.0,21886.0,225615,21886,247501.0,01/05/21
8,hortaleza           ,172197.0,21289.0,172197,21289,193486.0,01/05/21
9,latina              ,197797.0,41445.0,197797,41445,239242.0,01/05/21
10,moncloa,107346.0,13491.0,107346,13491,120837.0,01/05/21
11,moratalaz           ,83766.0,9690.0,83766,9690,93456.0,01/05/21
12,puente_vallecas,190206.0,47871.0,190206,47871,238077.0,01/05/21
13,retiro              ,108201.0,10077.0,108201,10077,118278.0,01/05/21
14,salamanca           ,124058.0,21452.0,124058,21452,145510.0,01/05/21
15,san:blas,137734.0,22547.0,137734,22547,160281.0,01/05/21
16,tetuan              ,127077.0,31691.0,127077,31691,158768.0,01/05/21
17,usera               ,107769.0,34085.0,107769,34085,141854.0,01/05/21
18,vicalvaro           ,66579.0,10044.0,66579,10044,76623.0,01/05/21
19,villaverde          ,121496.0,33051.0,121496,33051,154547.0,01/05/21
20,villa_vallecas,98921.0,15894.0,98921,15894,114815.0,01/05/21
21,madrid,2794335.0,511293.0,2794335,511293,3305628.0,01/05/21
0,arganzuela          ,137513.0,16136.0,137513,16136,153649.0,01/06/21
1,barajas             ,45128.0,4965.0,45128,4965,50093.0,01/06/21
2,carabanchel         ,202464.0,54376.0,202464,54376,256840.0,01/06/21
3,centro              ,104794.0,36207.0,104794,36207,141001.0,01/06/21
4,chamartin           ,130597.0,14584.0,130597,14584,145181.0,01/06/21
5,chamberi            ,120896.0,16726.0,120896,16726,137622.0,01/06/21
6,ciudad_lineal,182603.0,33012.0,182603,33012,215615.0,01/06/21
7,fuencarral,225461.0,21705.0,225461,21705,247166.0,01/06/21
8,hortaleza           ,172071.0,21242.0,172071,21242,193313.0,01/06/21
9,latina              ,197519.0,41152.0,197519,41152,238671.0,01/06/21
10,moncloa,107319.0,13424.0,107319,13424,120743.0,01/06/21
11,moratalaz           ,83627.0,9676.0,83627,9676,93303.0,01/06/21
12,puente_vallecas,189820.0,47442.0,189820,47442,237262.0,01/06/21
13,retiro              ,108003.0,10033.0,108003,10033,118036.0,01/06/21
14,salamanca           ,123848.0,21393.0,123848,21393,145241.0,01/06/21
15,san:blas,137624.0,22421.0,137624,22421,160045.0,01/06/21
16,tetuan              ,126796.0,31535.0,126796,31535,158331.0,01/06/21
17,usera               ,107696.0,33842.0,107696,33842,141538.0,01/06/21
18,vicalvaro           ,66829.0,10057.0,66829,10057,76886.0,01/06/21
19,villaverde          ,121351.0,32912.0,121351,32912,154263.0,01/06/21
20,villa_vallecas,98821.0,15797.0,98821,15797,114618.0,01/06/21
21,madrid,2790780.0,508637.0,2790780,508637,3299417.0,01/06/21
0,arganzuela          ,137646.0,16205.0,137646,16205,153851.0,01/07/21
1,barajas             ,45198.0,4987.0,45198,4987,50185.0,01/07/21
2,carabanchel         ,202660.0,54690.0,202660,54690,257350.0,01/07/21
3,centro              ,104804.0,36519.0,104804,36519,141323.0,01/07/21
4,chamartin           ,130623.0,14628.0,130623,14628,145251.0,01/07/21
5,chamberi            ,120855.0,16866.0,120855,16866,137721.0,01/07/21
6,ciudad_lineal,182650.0,33140.0,182650,33140,215790.0,01/07/21
7,fuencarral,225669.0,21786.0,225669,21786,247455.0,01/07/21
8,hortaleza           ,172352.0,21343.0,172352,21343,193695.0,01/07/21
9,latina              ,197678.0,41271.0,197678,41271,238949.0,01/07/21
10,moncloa,107509.0,13523.0,107509,13523,121032.0,01/07/21
11,moratalaz           ,83499.0,9733.0,83499,9733,93232.0,01/07/21
12,puente_vallecas,189975.0,47465.0,189975,47465,237440.0,01/07/21
13,retiro              ,108100.0,10183.0,108100,10183,118283.0,01/07/21
14,salamanca           ,124069.0,21642.0,124069,21642,145711.0,01/07/21
15,san:blas,137542.0,22490.0,137542,22490,160032.0,01/07/21
16,tetuan              ,126882.0,31692.0,126882,31692,158574.0,01/07/21
17,usera               ,107709.0,33980.0,107709,33980,141689.0,01/07/21
18,vicalvaro           ,67323.0,10103.0,67323,10103,77426.0,01/07/21
19,villaverde          ,121489.0,33026.0,121489,33026,154515.0,01/07/21
20,villa_vallecas,98972.0,15867.0,98972,15867,114839.0,01/07/21
21,madrid,2793204.0,511139.0,2793204,511139,3304343.0,01/07/21
0,arganzuela          ,137557.0,16240.0,137557,16240,153797.0,01/08/21
1,barajas             ,45183.0,4975.0,45183,4975,50158.0,01/08/21
2,carabanchel         ,202550.0,54620.0,202550,54620,257170.0,01/08/21
3,centro              ,104665.0,36805.0,104665,36805,141470.0,01/08/21
4,chamartin           ,130404.0,14645.0,130404,14645,145049.0,01/08/21
5,chamberi            ,120846.0,16947.0,120846,16947,137793.0,01/08/21
6,ciudad_lineal,182453.0,33104.0,182453,33104,215557.0,01/08/21
7,fuencarral,225530.0,21859.0,225530,21859,247389.0,01/08/21
8,hortaleza           ,172338.0,21404.0,172338,21404,193742.0,01/08/21
9,latina              ,197524.0,41345.0,197524,41345,238869.0,01/08/21
10,moncloa,107509.0,13549.0,107509,13549,121058.0,01/08/21
11,moratalaz           ,83346.0,9695.0,83346,9695,93041.0,01/08/21
12,puente_vallecas,189772.0,47458.0,189772,47458,237230.0,01/08/21
13,retiro              ,108025.0,10221.0,108025,10221,118246.0,01/08/21
14,salamanca           ,124025.0,21750.0,124025,21750,145775.0,01/08/21
15,san:blas,137359.0,22436.0,137359,22436,159795.0,01/08/21
16,tetuan              ,126862.0,31686.0,126862,31686,158548.0,01/08/21
17,usera               ,107701.0,33883.0,107701,33883,141584.0,01/08/21
18,vicalvaro           ,67569.0,10161.0,67569,10161,77730.0,01/08/21
19,villaverde          ,121474.0,32992.0,121474,32992,154466.0,01/08/21
20,villa_vallecas,98937.0,15961.0,98937,15961,114898.0,01/08/21
21,madrid,2791629.0,511736.0,2791629,511736,3303365.0,01/08/21
0,arganzuela          ,137562.0,16324.0,137562,16324,153886.0,01/09/21
1,barajas             ,45268.0,4992.0,45268,4992,50260.0,01/09/21
2,carabanchel         ,202595.0,54774.0,202595,54774,257369.0,01/09/21
3,centro              ,104653.0,36962.0,104653,36962,141615.0,01/09/21
4,chamartin           ,130351.0,14662.0,130351,14662,145013.0,01/09/21
5,chamberi            ,120835.0,17056.0,120835,17056,137891.0,01/09/21
6,ciudad_lineal,182389.0,33183.0,182389,33183,215572.0,01/09/21
7,fuencarral,225380.0,21914.0,225380,21914,247294.0,01/09/21
8,hortaleza           ,172349.0,21560.0,172349,21560,193909.0,01/09/21
9,latina              ,197466.0,41391.0,197466,41391,238857.0,01/09/21
10,moncloa,107495.0,13579.0,107495,13579,121074.0,01/09/21
11,moratalaz           ,83295.0,9759.0,83295,9759,93054.0,01/09/21
12,puente_vallecas,189864.0,47580.0,189864,47580,237444.0,01/09/21
13,retiro              ,108045.0,10272.0,108045,10272,118317.0,01/09/21
14,salamanca           ,124034.0,21918.0,124034,21918,145952.0,01/09/21
15,san:blas,137355.0,22519.0,137355,22519,159874.0,01/09/21
16,tetuan              ,126822.0,31800.0,126822,31800,158622.0,01/09/21
17,usera               ,107726.0,33935.0,107726,33935,141661.0,01/09/21
18,vicalvaro           ,67861.0,10273.0,67861,10273,78134.0,01/09/21
19,villaverde          ,121477.0,33077.0,121477,33077,154554.0,01/09/21
20,villa_vallecas,99013.0,16074.0,99013,16074,115087.0,01/09/21
21,madrid,2791835.0,513604.0,2791835,513604,3305439.0,01/09/21
0,arganzuela          ,137420.0,16272.0,137420,16272,153692.0,01/10/21
1,barajas             ,45292.0,4983.0,45292,4983,50275.0,01/10/21
2,carabanchel         ,202329.0,54677.0,202329,54677,257006.0,01/10/21
3,centro              ,104409.0,37103.0,104409,37103,141512.0,01/10/21
4,chamartin           ,130381.0,14697.0,130381,14697,145078.0,01/10/21
5,chamberi            ,120879.0,17207.0,120879,17207,138086.0,01/10/21
6,ciudad_lineal,182161.0,33123.0,182161,33123,215284.0,01/10/21
7,fuencarral,225352.0,21891.0,225352,21891,247243.0,01/10/21
8,hortaleza           ,172431.0,21686.0,172431,21686,194117.0,01/10/21
9,latina              ,197379.0,41267.0,197379,41267,238646.0,01/10/21
10,moncloa,107428.0,13645.0,107428,13645,121073.0,01/10/21
11,moratalaz           ,83149.0,9756.0,83149,9756,92905.0,01/10/21
12,puente_vallecas,189632.0,47528.0,189632,47528,237160.0,01/10/21
13,retiro              ,108042.0,10259.0,108042,10259,118301.0,01/10/21
14,salamanca           ,124022.0,22353.0,124022,22353,146375.0,01/10/21
15,san:blas,137117.0,22460.0,137117,22460,159577.0,01/10/21
16,tetuan              ,126843.0,31662.0,126843,31662,158505.0,01/10/21
17,usera               ,107775.0,33847.0,107775,33847,141622.0,01/10/21
18,vicalvaro           ,68112.0,10297.0,68112,10297,78409.0,01/10/21
19,villaverde          ,121500.0,33160.0,121500,33160,154660.0,01/10/21
20,villa_vallecas,99029.0,16146.0,99029,16146,115175.0,01/10/21
21,madrid,2790682.0,514019.0,2790682,514019,3304701.0,01/10/21
0,arganzuela          ,137293.0,16432.0,137293,16432,153725.0,01/11/21
1,barajas             ,45226.0,5017.0,45226,5017,50243.0,01/11/21
2,carabanchel         ,201949.0,54932.0,201949,54932,256881.0,01/11/21
3,centro              ,104196.0,37763.0,104196,37763,141959.0,01/11/21
4,chamartin           ,130342.0,14933.0,130342,14933,145275.0,01/11/21
5,chamberi            ,120796.0,17560.0,120796,17560,138356.0,01/11/21
6,ciudad_lineal,181845.0,33270.0,181845,33270,215115.0,01/11/21
7,fuencarral,225232.0,22074.0,225232,22074,247306.0,01/11/21
8,hortaleza           ,172280.0,21883.0,172280,21883,194163.0,01/11/21
9,latina              ,196989.0,41575.0,196989,41575,238564.0,01/11/21
10,moncloa,107298.0,13780.0,107298,13780,121078.0,01/11/21
11,moratalaz           ,83007.0,9815.0,83007,9815,92822.0,01/11/21
12,puente_vallecas,189130.0,47664.0,189130,47664,236794.0,01/11/21
13,retiro              ,107955.0,10431.0,107955,10431,118386.0,01/11/21
14,salamanca           ,123859.0,22933.0,123859,22933,146792.0,01/11/21
15,san:blas,136979.0,22674.0,136979,22674,159653.0,01/11/21
16,tetuan              ,126629.0,31981.0,126629,31981,158610.0,01/11/21
17,usera               ,107599.0,33864.0,107599,33864,141463.0,01/11/21
18,vicalvaro           ,68373.0,10445.0,68373,10445,78818.0,01/11/21
19,villaverde          ,121298.0,33259.0,121298,33259,154557.0,01/11/21
20,villa_vallecas,98936.0,16285.0,98936,16285,115221.0,01/11/21
21,madrid,2787211.0,518570.0,2787211,518570,3305781.0,01/11/21
0,arganzuela          ,137294.0,16688.0,137294,16688,153982.0,01/12/21
1,barajas             ,45249.0,5110.0,45249,5110,50359.0,01/12/21
2,carabanchel         ,201932.0,55700.0,201932,55700,257632.0,01/12/21
3,centro              ,104150.0,38286.0,104150,38286,142436.0,01/12/21
4,chamartin           ,130342.0,15135.0,130342,15135,145477.0,01/12/21
5,chamberi            ,120865.0,17918.0,120865,17918,138783.0,01/12/21
6,ciudad_lineal,181769.0,33772.0,181769,33772,215541.0,01/12/21
7,fuencarral,225388.0,22413.0,225388,22413,247801.0,01/12/21
8,hortaleza           ,172370.0,22198.0,172370,22198,194568.0,01/12/21
9,latina              ,196944.0,42041.0,196944,42041,238985.0,01/12/21
10,moncloa,107357.0,13955.0,107357,13955,121312.0,01/12/21
11,moratalaz           ,83000.0,9966.0,83000,9966,92966.0,01/12/21
12,puente_vallecas,189225.0,48287.0,189225,48287,237512.0,01/12/21
13,retiro              ,107972.0,10574.0,107972,10574,118546.0,01/12/21
14,salamanca           ,123848.0,23358.0,123848,23358,147206.0,01/12/21
15,san:blas,136966.0,23019.0,136966,23019,159985.0,01/12/21
16,tetuan              ,126640.0,32413.0,126640,32413,159053.0,01/12/21
17,usera               ,107731.0,34306.0,107731,34306,142037.0,01/12/21
18,vicalvaro           ,68769.0,10666.0,68769,10666,79435.0,01/12/21
19,villaverde          ,121382.0,33665.0,121382,33665,155047.0,01/12/21
20,villa_vallecas,98957.0,16516.0,98957,16516,115473.0,01/12/21
21,madrid,2788150.0,525986.0,2788150,525986,3314136.0,01/12/21
0,arganzuela          ,136646.0,16381.0,136646,16381,153027.0,01/01/22
1,barajas             ,45144.0,5072.0,45144,5072,50216.0,01/01/22
2,carabanchel         ,201045.0,55238.0,201045,55238,256283.0,01/01/22
3,centro              ,102797.0,37386.0,102797,37386,140183.0,01/01/22
4,chamartin           ,129755.0,14915.0,129755,14915,144670.0,01/01/22
5,chamberi            ,120113.0,17616.0,120113,17616,137729.0,01/01/22
6,ciudad_lineal,181044.0,33569.0,181044,33569,214613.0,01/01/22
7,fuencarral,224624.0,22235.0,224624,22235,246859.0,01/01/22
8,hortaleza           ,171798.0,21999.0,171798,21999,193797.0,01/01/22
9,latina              ,196080.0,41700.0,196080,41700,237780.0,01/01/22
10,moncloa,107019.0,13727.0,107019,13727,120746.0,01/01/22
11,moratalaz           ,82720.0,9939.0,82720,9939,92659.0,01/01/22
12,puente_vallecas,188398.0,47938.0,188398,47938,236336.0,01/01/22
13,retiro              ,107540.0,10432.0,107540,10432,117972.0,01/01/22
14,salamanca           ,123138.0,22803.0,123138,22803,145941.0,01/01/22
15,san:blas,136432.0,22859.0,136432,22859,159291.0,01/01/22
16,tetuan              ,125829.0,32027.0,125829,32027,157856.0,01/01/22
17,usera               ,107345.0,33875.0,107345,33875,141220.0,01/01/22
18,vicalvaro           ,68823.0,10619.0,68823,10619,79442.0,01/01/22
19,villaverde          ,120868.0,33437.0,120868,33437,154305.0,01/01/22
20,villa_vallecas,98635.0,16473.0,98635,16473,115108.0,01/01/22
21,madrid,2775793.0,520240.0,2775793,520240,3296033.0,01/01/22
0,arganzuela          ,136978.0,16455.0,136978,16455,153433.0,01/02/22
1,barajas             ,45140.0,5112.0,45140,5112,50252.0,01/02/22
2,carabanchel         ,201405.0,55809.0,201405,55809,257214.0,01/02/22
3,centro              ,102995.0,37539.0,102995,37539,140534.0,01/02/22
4,chamartin           ,130000.0,14940.0,130000,14940,144940.0,01/02/22
5,chamberi            ,120334.0,17595.0,120334,17595,137929.0,01/02/22
6,ciudad_lineal,181259.0,33893.0,181259,33893,215152.0,01/02/22
7,fuencarral,224857.0,22420.0,224857,22420,247277.0,01/02/22
8,hortaleza           ,172038.0,22170.0,172038,22170,194208.0,01/02/22
9,latina              ,196301.0,42016.0,196301,42016,238317.0,01/02/22
10,moncloa,107116.0,13661.0,107116,13661,120777.0,01/02/22
11,moratalaz           ,82770.0,9996.0,82770,9996,92766.0,01/02/22
12,puente_vallecas,188681.0,48381.0,188681,48381,237062.0,01/02/22
13,retiro              ,107671.0,10467.0,107671,10467,118138.0,01/02/22
14,salamanca           ,123345.0,22828.0,123345,22828,146173.0,01/02/22
15,san:blas,136520.0,23173.0,136520,23173,159693.0,01/02/22
16,tetuan              ,126085.0,32254.0,126085,32254,158339.0,01/02/22
17,usera               ,107494.0,34116.0,107494,34116,141610.0,01/02/22
18,vicalvaro           ,69071.0,10750.0,69071,10750,79821.0,01/02/22
19,villaverde          ,121060.0,33740.0,121060,33740,154800.0,01/02/22
20,villa_vallecas,98772.0,16707.0,98772,16707,115479.0,01/02/22
21,madrid,2779892.0,524022.0,2779892,524022,3303914.0,01/02/22
0,arganzuela          ,136894.0,16495.0,136894,16495,153389.0,01/03/22
1,barajas             ,43652.0,4971.0,43652,4971,48623.0,01/03/22
2,carabanchel         ,201129.0,56224.0,201129,56224,257353.0,01/03/22
3,centro              ,102850.0,37509.0,102850,37509,140359.0,01/03/22
4,chamartin           ,129948.0,15029.0,129948,15029,144977.0,01/03/22
5,chamberi            ,120270.0,17644.0,120270,17644,137914.0,01/03/22
6,ciudad_lineal,181083.0,34231.0,181083,34231,215314.0,01/03/22
7,fuencarral,224782.0,22526.0,224782,22526,247308.0,01/03/22
8,hortaleza           ,173476.0,22518.0,173476,22518,195994.0,01/03/22
9,latina              ,196122.0,42409.0,196122,42409,238531.0,01/03/22
10,moncloa,107100.0,13613.0,107100,13613,120713.0,01/03/22
11,moratalaz           ,82670.0,10055.0,82670,10055,92725.0,01/03/22
12,puente_vallecas,188625.0,48835.0,188625,48835,237460.0,01/03/22
13,retiro              ,107596.0,10514.0,107596,10514,118110.0,01/03/22
14,salamanca           ,123125.0,22899.0,123125,22899,146024.0,01/03/22
15,san:blas,136460.0,23555.0,136460,23555,160015.0,01/03/22
16,tetuan              ,126002.0,32453.0,126002,32453,158455.0,01/03/22
17,usera               ,107382.0,34273.0,107382,34273,141655.0,01/03/22
18,vicalvaro           ,69374.0,10984.0,69374,10984,80358.0,01/03/22
19,villaverde          ,121089.0,34146.0,121089,34146,155235.0,01/03/22
20,villa_vallecas,98770.0,16890.0,98770,16890,115660.0,01/03/22
21,madrid,2778399.0,527773.0,2778399,527773,3306172.0,01/03/22
0,arganzuela          ,136919.0,16599.0,136919,16599,153518.0,01/04/22
1,barajas             ,43642.0,5060.0,43642,5060,48702.0,01/04/22
2,carabanchel         ,201271.0,57587.0,201271,57587,258858.0,01/04/22
3,centro              ,102693.0,37802.0,102693,37802,140495.0,01/04/22
4,chamartin           ,129868.0,15160.0,129868,15160,145028.0,01/04/22
5,chamberi            ,120316.0,17918.0,120316,17918,138234.0,01/04/22
6,ciudad_lineal,181083.0,34990.0,181083,34990,216073.0,01/04/22
7,fuencarral,224924.0,23049.0,224924,23049,247973.0,01/04/22
8,hortaleza           ,173876.0,22975.0,173876,22975,196851.0,01/04/22
9,latina              ,196239.0,43372.0,196239,43372,239611.0,01/04/22
10,moncloa,107174.0,13818.0,107174,13818,120992.0,01/04/22
11,moratalaz           ,82628.0,10289.0,82628,10289,92917.0,01/04/22
12,puente_vallecas,188677.0,50061.0,188677,50061,238738.0,01/04/22
13,retiro              ,107662.0,10644.0,107662,10644,118306.0,01/04/22
14,salamanca           ,122918.0,23097.0,122918,23097,146015.0,01/04/22
15,san:blas,136507.0,24081.0,136507,24081,160588.0,01/04/22
16,tetuan              ,126137.0,32846.0,126137,32846,158983.0,01/04/22
17,usera               ,107463.0,34868.0,107463,34868,142331.0,01/04/22
18,vicalvaro           ,69722.0,11336.0,69722,11336,81058.0,01/04/22
19,villaverde          ,121213.0,35006.0,121213,35006,156219.0,01/04/22
20,villa_vallecas,98973.0,17226.0,98973,17226,116199.0,01/04/22
21,madrid,2779905.0,537784.0,2779905,537784,3317689.0,01/04/22
0,arganzuela          ,136945.0,16794.0,136945,16794,153739.0,01/05/22
1,barajas             ,43723.0,5127.0,43723,5127,48850.0,01/05/22
2,carabanchel         ,201461.0,58556.0,201461,58556,260017.0,01/05/22
3,centro              ,102632.0,38046.0,102632,38046,140678.0,01/05/22
4,chamartin           ,129869.0,15341.0,129869,15341,145210.0,01/05/22
5,chamberi            ,120286.0,18091.0,120286,18091,138377.0,01/05/22
6,ciudad_lineal,181314.0,35494.0,181314,35494,216808.0,01/05/22
7,fuencarral,225188.0,23416.0,225188,23416,248604.0,01/05/22
8,hortaleza           ,174091.0,23171.0,174091,23171,197262.0,01/05/22
9,latina              ,196469.0,44014.0,196469,44014,240483.0,01/05/22
10,moncloa,107268.0,13950.0,107268,13950,121218.0,01/05/22
11,moratalaz           ,82636.0,10487.0,82636,10487,93123.0,01/05/22
12,puente_vallecas,188788.0,50807.0,188788,50807,239595.0,01/05/22
13,retiro              ,107663.0,10753.0,107663,10753,118416.0,01/05/22
14,salamanca           ,122940.0,23272.0,122940,23272,146212.0,01/05/22
15,san:blas,136513.0,24474.0,136513,24474,160987.0,01/05/22
16,tetuan              ,126251.0,33254.0,126251,33254,159505.0,01/05/22
17,usera               ,107522.0,35356.0,107522,35356,142878.0,01/05/22
18,vicalvaro           ,70067.0,11521.0,70067,11521,81588.0,01/05/22
19,villaverde          ,121335.0,35644.0,121335,35644,156979.0,01/05/22
20,villa_vallecas,99036.0,17440.0,99036,17440,116476.0,01/05/22
21,madrid,2781997.0,545008.0,2781997,545008,3327005.0,01/05/22
0,arganzuela          ,137002.0,16935.0,137002,16935,153937.0,01/06/22
1,barajas             ,43708.0,5131.0,43708,5131,48839.0,01/06/22
2,carabanchel         ,201746.0,59571.0,201746,59571,261317.0,01/06/22
3,centro              ,102701.0,38300.0,102701,38300,141001.0,01/06/22
4,chamartin           ,129765.0,15420.0,129765,15420,145185.0,01/06/22
5,chamberi            ,120278.0,18236.0,120278,18236,138514.0,01/06/22
6,ciudad_lineal,181341.0,35954.0,181341,35954,217295.0,01/06/22
7,fuencarral,225213.0,23559.0,225213,23559,248772.0,01/06/22
8,hortaleza           ,174274.0,23519.0,174274,23519,197793.0,01/06/22
9,latina              ,196589.0,44640.0,196589,44640,241229.0,01/06/22
10,moncloa,107353.0,14069.0,107353,14069,121422.0,01/06/22
11,moratalaz           ,82619.0,10707.0,82619,10707,93326.0,01/06/22
12,puente_vallecas,188771.0,51572.0,188771,51572,240343.0,01/06/22
13,retiro              ,107639.0,10880.0,107639,10880,118519.0,01/06/22
14,salamanca           ,122868.0,23400.0,122868,23400,146268.0,01/06/22
15,san:blas,136602.0,24961.0,136602,24961,161563.0,01/06/22
16,tetuan              ,126335.0,33542.0,126335,33542,159877.0,01/06/22
17,usera               ,107562.0,35776.0,107562,35776,143338.0,01/06/22
18,vicalvaro           ,70253.0,11774.0,70253,11774,82027.0,01/06/22
19,villaverde          ,121477.0,36142.0,121477,36142,157619.0,01/06/22
20,villa_vallecas,99067.0,17640.0,99067,17640,116707.0,01/06/22
21,madrid,2783163.0,551728.0,2783163,551728,3334891.0,01/06/22
0,arganzuela,137201.0,16872.0,137201,16872,154073.0,01/07/22
1,barajas,43770.0,5101.0,43770,5101,48871.0,01/07/22
2,carabanchel,201934.0,59820.0,201934,59820,261754.0,01/07/22
3,centro,102714.0,38139.0,102714,38139,140853.0,01/07/22
4,chamartin,129918.0,15380.0,129918,15380,145298.0,01/07/22
5,chamberi,120452.0,18204.0,120452,18204,138656.0,01/07/22
6,ciudad_lineal,182216.0,36043.0,182216,36043,218259.0,01/07/22
7,fuencarral,225433.0,23662.0,225433,23662,249095.0,01/07/22
8,hortaleza,174527.0,23709.0,174527,23709,198236.0,01/07/22
9,latina,196717.0,44784.0,196717,44784,241501.0,01/07/22
10,moncloa,107564.0,14016.0,107564,14016,121580.0,01/07/22
11,moratalaz,82646.0,10703.0,82646,10703,93349.0,01/07/22
12,puente_vallecas,188884.0,51775.0,188884,51775,240659.0,01/07/22
13,retiro,107707.0,10843.0,107707,10843,118550.0,01/07/22
14,salamanca,122831.0,23277.0,122831,23277,146108.0,01/07/22
15,san:blas,136658.0,25144.0,136658,25144,161802.0,01/07/22
16,tetuan,126504.0,33605.0,126504,33605,160109.0,01/07/22
17,usera,107573.0,35933.0,107573,35933,143506.0,01/07/22
18,vicalvaro,70570.0,11768.0,70570,11768,82338.0,01/07/22
19,villaverde,121628.0,36184.0,121628,36184,157812.0,01/07/22
20,villa_vallecas,99209.0,17677.0,99209,17677,116886.0,01/07/22
21,madrid,2786656.0,552639.0,2786656,552639,3339295.0,01/07/22
0,arganzuela          ,137198.0,17002.0,137198,17002,154200.0,01/08/22
1,barajas             ,43725.0,5121.0,43725,5121,48846.0,01/08/22
2,carabanchel         ,201999.0,60497.0,201999,60497,262496.0,01/08/22
3,centro              ,102712.0,38431.0,102712,38431,141143.0,01/08/22
4,chamartin           ,129881.0,15502.0,129881,15502,145383.0,01/08/22
5,chamberi            ,120394.0,18364.0,120394,18364,138758.0,01/08/22
6,ciudad_lineal,182331.0,36517.0,182331,36517,218848.0,01/08/22
7,fuencarral,225503.0,23884.0,225503,23884,249387.0,01/08/22
8,hortaleza           ,174636.0,23929.0,174636,23929,198565.0,01/08/22
9,latina              ,196765.0,45104.0,196765,45104,241869.0,01/08/22
10,moncloa,107669.0,14200.0,107669,14200,121869.0,01/08/22
11,moratalaz           ,82589.0,10805.0,82589,10805,93394.0,01/08/22
12,puente_vallecas,188936.0,52372.0,188936,52372,241308.0,01/08/22
13,retiro              ,107612.0,10933.0,107612,10933,118545.0,01/08/22
14,salamanca           ,122777.0,23447.0,122777,23447,146224.0,01/08/22
15,san:blas,136590.0,25367.0,136590,25367,161957.0,01/08/22
16,tetuan              ,126573.0,33876.0,126573,33876,160449.0,01/08/22
17,usera               ,107589.0,36106.0,107589,36106,143695.0,01/08/22
18,vicalvaro           ,70750.0,11827.0,70750,11827,82577.0,01/08/22
19,villaverde          ,121803.0,36555.0,121803,36555,158358.0,01/08/22
20,villa_vallecas,99316.0,17824.0,99316,17824,117140.0,01/08/22
21,madrid,2787348.0,557663.0,2787348,557663,3345011.0,01/08/22
0,arganzuela          ,136794.0,16931.0,136794,16931,153725.0,01/09/22
1,barajas             ,43631.0,5103.0,43631,5103,48734.0,01/09/22
2,carabanchel         ,201365.0,60672.0,201365,60672,262037.0,01/09/22
3,centro              ,101994.0,38030.0,101994,38030,140024.0,01/09/22
4,chamartin           ,129404.0,15398.0,129404,15398,144802.0,01/09/22
5,chamberi            ,119870.0,18325.0,119870,18325,138195.0,01/09/22
6,ciudad_lineal,181901.0,36665.0,181901,36665,218566.0,01/09/22
7,dto. fict.sec.desap.,5.0,0.0,5,0,5.0,01/09/22
8,fuencarral,225005.0,23868.0,225005,23868,248873.0,01/09/22
9,hortaleza           ,174375.0,23975.0,174375,23975,198350.0,01/09/22
10,latina              ,196195.0,45272.0,196195,45272,241467.0,01/09/22
11,moncloa,107463.0,14163.0,107463,14163,121626.0,01/09/22
12,moratalaz           ,82405.0,10889.0,82405,10889,93294.0,01/09/22
13,puente_vallecas,188507.0,52595.0,188507,52595,241102.0,01/09/22
14,retiro              ,107360.0,10903.0,107360,10903,118263.0,01/09/22
15,salamanca           ,122229.0,23269.0,122229,23269,145498.0,01/09/22
16,san:blas,136169.0,25544.0,136169,25544,161713.0,01/09/22
17,tetuan              ,126013.0,33914.0,126013,33914,159927.0,01/09/22
18,usera               ,107255.0,36159.0,107255,36159,143414.0,01/09/22
19,vicalvaro           ,70855.0,11815.0,70855,11815,82670.0,01/09/22
20,villaverde          ,121523.0,36730.0,121523,36730,158253.0,01/09/22
21,villa_vallecas,99119.0,17910.0,99119,17910,117029.0,01/09/22
22,madrid,2779437.0,558130.0,2779437,558130,3337567.0,01/09/22
0,arganzuela          ,137072.0,17046.0,137072,17046,154118.0,01/10/22
1,barajas             ,43679.0,5129.0,43679,5129,48808.0,01/10/22
2,carabanchel         ,201742.0,61228.0,201742,61228,262970.0,01/10/22
3,centro              ,102320.0,38403.0,102320,38403,140723.0,01/10/22
4,chamartin           ,129709.0,15659.0,129709,15659,145368.0,01/10/22
5,chamberi            ,120143.0,18738.0,120143,18738,138881.0,01/10/22
6,ciudad_lineal,182324.0,37060.0,182324,37060,219384.0,01/10/22
7,dto. fict.sec.desap.,5.0,0.0,5,0,5.0,01/10/22
8,fuencarral,225184.0,24104.0,225184,24104,249288.0,01/10/22
9,hortaleza           ,174609.0,24317.0,174609,24317,198926.0,01/10/22
10,latina              ,196379.0,45599.0,196379,45599,241978.0,01/10/22
11,moncloa,107666.0,14431.0,107666,14431,122097.0,01/10/22
12,moratalaz           ,82387.0,11012.0,82387,11012,93399.0,01/10/22
13,puente_vallecas,188677.0,53186.0,188677,53186,241863.0,01/10/22
14,retiro              ,107394.0,11050.0,107394,11050,118444.0,01/10/22
15,salamanca           ,122523.0,23924.0,122523,23924,146447.0,01/10/22
16,san:blas,136263.0,25739.0,136263,25739,162002.0,01/10/22
17,tetuan              ,126470.0,34256.0,126470,34256,160726.0,01/10/22
18,usera               ,107333.0,36302.0,107333,36302,143635.0,01/10/22
19,vicalvaro           ,71165.0,11864.0,71165,11864,83029.0,01/10/22
20,villaverde          ,121768.0,37102.0,121768,37102,158870.0,01/10/22
21,villa_vallecas,99322.0,18093.0,99322,18093,117415.0,01/10/22
