Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/03/20,"15,7 €/m2","0,60 %","0,90 %","1,50 %","15,7 €/m2","-0,80 %","0,50 %","3,50 %","11,8 €/m2","-2,10 %","0,30 %","0,90 %","12,2 €/m2","0,70 %","3,50 %","5,50 %","19,0 €/m2","0,00 %","2,60 %","4,80 %","16,3 €/m2","1,10 %","0,90 %","1,70 %","18,2 €/m2","1,70 %","1,30 %","0,50 %","13,7 €/m2","0,60 %","1,00 %","2,80 %","12,9 €/m2","1,20 %","2,40 %","4,30 %","12,7 €/m2","1,80 %","3,90 %","-0,20 %","12,2 €/m2","0,20 %","0,50 %","4,20 %","14,6 €/m2","0,90 %","0,70 %","0,30 %","11,8 €/m2","4,10 %","5,20 %","8,40 %","12,5 €/m2","0,20 %","1,70 %","8,40 %","15,9 €/m2","0,60 %","-1,60 %","-2,00 %","18,3 €/m2","0,70 %","0,00 %","0,40 %","12,3 €/m2","0,40 %","2,50 %","4,10 %","16,0 €/m2","1,10 %","0,40 %","3,90 %","12,2 €/m2","1,30 %","4,60 %","11,90 %","11,1 €/m2","2,20 %","2,90 %","6,30 %","11,4 €/m2","2,10 %","0,10 %","4,60 %","10,8 €/m2","-0,10 %","1,80 %","10,60 %"
01/02/20,"15,6 €/m2","0,70 %","-0,80 %","1,30 %","15,8 €/m2","1,60 %","1,40 %","5,70 %","12,1 €/m2","0,90 %","1,00 %","1,50 %","12,1 €/m2","1,90 %","2,30 %","5,80 %","19,0 €/m2","1,30 %","2,00 %","4,50 %","16,2 €/m2","0,70 %","-0,60 %","1,30 %","17,9 €/m2","0,50 %","-1,00 %","-0,70 %","13,6 €/m2","1,00 %","-0,20 %","2,50 %","12,7 €/m2","0,70 %","1,00 %","3,20 %","12,5 €/m2","2,20 %","1,80 %","-2,30 %","12,1 €/m2","1,10 %","0,40 %","7,00 %","14,5 €/m2","0,20 %","-1,60 %","-0,80 %","11,4 €/m2","1,10 %","0,70 %","4,80 %","12,5 €/m2","0,80 %","1,20 %","8,70 %","15,8 €/m2","-1,70 %","-2,50 %","-1,80 %","18,2 €/m2","0,20 %","-1,60 %","0,10 %","12,2 €/m2","0,80 %","2,10 %","4,50 %","15,8 €/m2","0,00 %","-0,60 %","3,40 %","12,0 €/m2","2,40 %","-0,30 %","8,20 %","10,8 €/m2","-0,40 %","0,60 %","5,20 %","11,2 €/m2","0,20 %","-1,30 %","0,80 %","10,8 €/m2","1,90 %","0,70 %","11,90 %"
01/01/20,"15,5 €/m2","-0,40 %","-2,50 %","1,40 %","15,6 €/m2","-0,20 %","-0,80 %","4,00 %","11,9 €/m2","1,50 %","-0,40 %","1,10 %","11,9 €/m2","0,90 %","0,30 %","4,70 %","18,7 €/m2","1,30 %","0,80 %","4,20 %","16,1 €/m2","-0,80 %","-2,00 %","1,60 %","17,8 €/m2","-0,90 %","-2,70 %","-1,20 %","13,4 €/m2","-0,70 %","-1,00 %","1,80 %","12,6 €/m2","0,50 %","-0,70 %","2,80 %","12,2 €/m2","-0,10 %","-1,40 %","-4,20 %","12,0 €/m2","-0,80 %","-1,20 %","6,70 %","14,4 €/m2","-0,40 %","-3,70 %","-1,40 %","11,2 €/m2","0,00 %","0,60 %","7,40 %","12,4 €/m2","0,70 %","1,40 %","10,90 %","16,1 €/m2","-0,40 %","-0,70 %","1,60 %","18,2 €/m2","-0,80 %","-3,10 %","0,30 %","12,1 €/m2","1,30 %","1,50 %","3,70 %","15,8 €/m2","-0,70 %","0,20 %","3,10 %","11,7 €/m2","0,80 %","-2,70 %","5,50 %","10,9 €/m2","1,10 %","0,70 %","8,80 %","11,2 €/m2","-2,10 %","-2,30 %","0,90 %","10,6 €/m2","0,00 %","-1,60 %","6,30 %"
01/12/19,"15,6 €/m2","-1,10 %","-2,10 %","1,90 %","15,6 €/m2","0,00 %","1,00 %","4,20 %","11,8 €/m2","-1,40 %","-2,40 %","1,40 %","11,8 €/m2","-0,50 %","-2,10 %","2,30 %","18,5 €/m2","-0,60 %","0,40 %","2,90 %","16,2 €/m2","-0,50 %","-1,30 %","1,50 %","17,9 €/m2","-0,60 %","-1,30 %","-0,30 %","13,5 €/m2","-0,50 %","-0,50 %","3,10 %","12,6 €/m2","-0,20 %","0,00 %","2,00 %","12,2 €/m2","-0,20 %","-1,90 %","-2,80 %","12,1 €/m2","0,10 %","-0,30 %","8,20 %","14,5 €/m2","-1,40 %","-2,50 %","-1,20 %","11,2 €/m2","-0,40 %","-0,70 %","7,00 %","12,3 €/m2","-0,20 %","1,20 %","8,00 %","16,1 €/m2","-0,40 %","-1,80 %","1,60 %","18,3 €/m2","-0,90 %","-3,20 %","1,30 %","12,0 €/m2","0,00 %","0,80 %","2,80 %","15,9 €/m2","0,10 %","0,80 %","5,30 %","11,6 €/m2","-3,50 %","-1,30 %","5,90 %","10,8 €/m2","-0,20 %","-0,40 %","7,00 %","11,4 €/m2","0,60 %","0,10 %","4,30 %","10,6 €/m2","-1,20 %","-4,00 %","6,30 %"
01/11/19,"15,7 €/m2","-1,10 %","0,00 %","2,30 %","15,6 €/m2","-0,60 %","1,80 %","4,10 %","11,9 €/m2","-0,50 %","0,60 %","4,50 %","11,8 €/m2","-0,10 %","-0,20 %","3,10 %","18,6 €/m2","0,20 %","1,70 %","2,20 %","16,3 €/m2","-0,80 %","-0,70 %","1,80 %","18,0 €/m2","-1,20 %","0,30 %","1,00 %","13,6 €/m2","0,20 %","0,00 %","4,00 %","12,6 €/m2","-1,00 %","0,80 %","2,40 %","12,3 €/m2","-1,10 %","-1,20 %","-2,20 %","12,1 €/m2","-0,50 %","0,70 %","8,90 %","14,7 €/m2","-1,90 %","-1,30 %","1,40 %","11,3 €/m2","1,00 %","1,60 %","6,50 %","12,3 €/m2","0,90 %","0,80 %","9,40 %","16,2 €/m2","0,20 %","-1,10 %","0,20 %","18,5 €/m2","-1,30 %","-1,30 %","1,70 %","12,0 €/m2","0,20 %","2,20 %","5,40 %","15,9 €/m2","0,70 %","1,80 %","5,00 %","12,1 €/m2","-0,10 %","1,80 %","8,80 %","10,8 €/m2","-0,20 %","0,10 %","6,10 %","11,3 €/m2","-0,70 %","0,80 %","4,60 %","10,8 €/m2","-0,40 %","-2,00 %","7,80 %"
01/10/19,"15,9 €/m2","0,00 %","1,90 %","2,90 %","15,7 €/m2","1,60 %","2,50 %","4,70 %","12,0 €/m2","-0,50 %","0,30 %","6,20 %","11,8 €/m2","-1,40 %","0,20 %","6,50 %","18,6 €/m2","0,90 %","2,00 %","1,50 %","16,4 €/m2","0,00 %","0,70 %","2,10 %","18,3 €/m2","0,50 %","1,50 %","3,50 %","13,6 €/m2","-0,20 %","0,30 %","4,40 %","12,7 €/m2","1,20 %","2,70 %","4,60 %","12,4 €/m2","-0,60 %","-0,30 %","0,00 %","12,1 €/m2","0,10 %","4,00 %","9,40 %","15,0 €/m2","0,80 %","2,20 %","3,10 %","11,2 €/m2","-1,40 %","1,10 %","6,50 %","12,2 €/m2","0,50 %","0,70 %","10,00 %","16,2 €/m2","-1,60 %","-0,70 %","1,00 %","18,7 €/m2","-1,00 %","0,90 %","2,40 %","12,0 €/m2","0,60 %","3,10 %","5,20 %","15,8 €/m2","0,00 %","1,30 %","5,20 %","12,1 €/m2","2,30 %","2,20 %","10,60 %","10,8 €/m2","0,00 %","-0,40 %","7,40 %","11,4 €/m2","0,30 %","1,90 %","5,30 %","10,8 €/m2","-2,40 %","0,20 %","10,00 %"
01/09/19,"15,9 €/m2","1,10 %","1,90 %","3,50 %","15,5 €/m2","0,70 %","0,10 %","4,00 %","12,1 €/m2","1,70 %","1,00 %","7,10 %","12,0 €/m2","1,40 %","2,80 %","10,50 %","18,4 €/m2","0,60 %","1,50 %","0,70 %","16,4 €/m2","0,10 %","1,00 %","2,40 %","18,2 €/m2","1,00 %","-0,50 %","3,90 %","13,6 €/m2","0,00 %","-0,20 %","4,70 %","12,6 €/m2","0,50 %","1,60 %","4,40 %","12,5 €/m2","0,50 %","-0,80 %","0,60 %","12,1 €/m2","1,10 %","3,90 %","7,80 %","14,9 €/m2","-0,10 %","2,10 %","2,30 %","11,3 €/m2","2,00 %","-0,30 %","6,20 %","12,1 €/m2","-0,60 %","1,70 %","9,30 %","16,4 €/m2","0,30 %","1,50 %","3,80 %","18,9 €/m2","1,00 %","2,40 %","2,60 %","11,9 €/m2","1,40 %","2,60 %","1,10 %","15,8 €/m2","1,10 %","0,30 %","5,30 %","11,8 €/m2","-0,40 %","3,70 %","10,70 %","10,8 €/m2","0,40 %","-0,50 %","7,70 %","11,4 €/m2","1,30 %","3,10 %","4,50 %","11,1 €/m2","0,90 %","7,60 %","10,70 %"
01/08/19,"15,7 €/m2","0,70 %","1,10 %","3,30 %","15,4 €/m2","0,10 %","-0,20 %","4,70 %","11,9 €/m2","-0,90 %","1,10 %","4,90 %","11,8 €/m2","0,20 %","2,50 %","8,90 %","18,3 €/m2","0,50 %","0,80 %","0,30 %","16,4 €/m2","0,60 %","0,50 %","2,10 %","18,0 €/m2","-0,10 %","-1,90 %","3,00 %","13,6 €/m2","0,50 %","0,20 %","4,40 %","12,5 €/m2","1,00 %","0,30 %","3,90 %","12,4 €/m2","-0,20 %","-1,60 %","0,00 %","12,0 €/m2","2,80 %","1,10 %","6,50 %","14,9 €/m2","1,50 %","1,70 %","4,10 %","11,1 €/m2","0,50 %","-0,60 %","4,00 %","12,2 €/m2","0,80 %","6,10 %","9,10 %","16,4 €/m2","0,60 %","2,30 %","4,80 %","18,7 €/m2","1,00 %","2,30 %","2,20 %","11,7 €/m2","1,00 %","-0,70 %","1,90 %","15,6 €/m2","0,20 %","-0,60 %","4,20 %","11,8 €/m2","0,30 %","4,10 %","11,00 %","10,8 €/m2","-0,80 %","1,90 %","7,00 %","11,2 €/m2","0,30 %","1,40 %","2,20 %","11,0 €/m2","1,90 %","8,30 %","9,70 %"
01/07/19,"15,6 €/m2","0,10 %","0,50 %","3,50 %","15,3 €/m2","-0,80 %","0,00 %","5,50 %","12,0 €/m2","0,20 %","3,10 %","3,80 %","11,8 €/m2","1,10 %","2,30 %","7,40 %","18,2 €/m2","0,40 %","0,00 %","0,20 %","16,3 €/m2","0,30 %","0,50 %","2,00 %","18,0 €/m2","-1,50 %","-1,10 %","2,80 %","13,5 €/m2","-0,70 %","0,40 %","4,70 %","12,4 €/m2","0,10 %","0,20 %","2,00 %","12,4 €/m2","-1,20 %","-2,00 %","-0,20 %","11,7 €/m2","0,00 %","-2,40 %","5,10 %","14,7 €/m2","0,70 %","0,70 %","5,40 %","11,0 €/m2","-2,80 %","-1,50 %","4,10 %","12,1 €/m2","1,60 %","6,30 %","8,80 %","16,3 €/m2","0,60 %","2,40 %","4,50 %","18,6 €/m2","0,40 %","1,30 %","1,30 %","11,6 €/m2","0,10 %","-1,70 %","2,10 %","15,6 €/m2","-0,90 %","0,10 %","4,00 %","11,8 €/m2","3,70 %","4,70 %","9,60 %","10,8 €/m2","-0,10 %","1,50 %","10,90 %","11,2 €/m2","1,50 %","2,70 %","1,90 %","10,8 €/m2","4,70 %","6,90 %","7,70 %"
01/06/19,"15,6 €/m2","0,30 %","0,80 %","3,90 %","15,5 €/m2","0,50 %","1,80 %","4,30 %","11,9 €/m2","1,80 %","2,10 %","0,20 %","11,7 €/m2","1,20 %","1,30 %","6,30 %","18,2 €/m2","0,00 %","0,20 %","-0,80 %","16,2 €/m2","-0,30 %","1,10 %","2,20 %","18,3 €/m2","-0,30 %","1,10 %","4,40 %","13,6 €/m2","0,40 %","2,50 %","6,00 %","12,4 €/m2","-0,70 %","0,20 %","0,70 %","12,6 €/m2","-0,20 %","-1,30 %","0,80 %","11,7 €/m2","-1,50 %","0,00 %","6,80 %","14,6 €/m2","-0,50 %","0,10 %","5,60 %","11,4 €/m2","1,80 %","4,20 %","5,50 %","11,9 €/m2","3,60 %","3,60 %","8,50 %","16,2 €/m2","1,00 %","-0,10 %","3,50 %","18,5 €/m2","1,00 %","1,30 %","1,00 %","11,6 €/m2","-1,70 %","-1,70 %","1,80 %","15,7 €/m2","0,10 %","2,30 %","4,90 %","11,4 €/m2","0,00 %","4,60 %","6,40 %","10,9 €/m2","2,90 %","4,20 %","11,90 %","11,0 €/m2","-0,30 %","1,20 %","1,00 %","10,3 €/m2","1,50 %","5,20 %","6,50 %"
01/05/19,"15,5 €/m2","0,10 %","0,90 %","4,50 %","15,4 €/m2","0,30 %","2,70 %","4,90 %","11,7 €/m2","1,10 %","-1,20 %","0,40 %","11,5 €/m2","0,00 %","1,00 %","5,50 %","18,2 €/m2","-0,40 %","-0,10 %","-0,90 %","16,3 €/m2","0,60 %","2,10 %","2,60 %","18,3 €/m2","0,70 %","1,90 %","4,80 %","13,6 €/m2","0,70 %","2,40 %","4,90 %","12,5 €/m2","0,80 %","1,00 %","3,60 %","12,6 €/m2","-0,70 %","-1,40 %","1,20 %","11,9 €/m2","-0,80 %","4,60 %","9,40 %","14,6 €/m2","0,50 %","0,40 %","5,10 %","11,2 €/m2","-0,50 %","3,10 %","3,60 %","11,5 €/m2","1,00 %","0,50 %","4,90 %","16,0 €/m2","0,70 %","-0,30 %","1,70 %","18,3 €/m2","-0,10 %","0,70 %","0,50 %","11,8 €/m2","0,00 %","0,80 %","3,70 %","15,7 €/m2","0,90 %","2,70 %","4,80 %","11,4 €/m2","1,00 %","2,40 %","6,90 %","10,6 €/m2","-1,20 %","2,50 %","10,70 %","11,1 €/m2","1,60 %","-0,10 %","5,00 %","10,1 €/m2","0,60 %","4,70 %","6,70 %"
01/04/19,"15,5 €/m2","0,40 %","1,60 %","4,40 %","15,3 €/m2","1,00 %","2,30 %","5,10 %","11,6 €/m2","-0,80 %","-1,80 %","-0,50 %","11,5 €/m2","0,10 %","1,80 %","4,70 %","18,2 €/m2","0,70 %","1,40 %","-1,70 %","16,2 €/m2","0,90 %","2,40 %","2,40 %","18,2 €/m2","0,60 %","1,10 %","4,90 %","13,5 €/m2","1,40 %","2,10 %","4,20 %","12,4 €/m2","0,20 %","0,60 %","4,40 %","12,7 €/m2","-0,40 %","-0,50 %","1,90 %","12,0 €/m2","2,40 %","6,40 %","12,40 %","14,6 €/m2","0,10 %","-0,50 %","4,70 %","11,2 €/m2","2,80 %","7,20 %","7,80 %","11,4 €/m2","-1,00 %","2,20 %","3,30 %","15,9 €/m2","-1,80 %","0,50 %","3,00 %","18,3 €/m2","0,40 %","1,20 %","2,00 %","11,8 €/m2","0,00 %","0,80 %","4,50 %","15,6 €/m2","1,20 %","1,50 %","3,80 %","11,3 €/m2","3,60 %","1,20 %","5,40 %","10,7 €/m2","2,60 %","6,90 %","12,90 %","10,9 €/m2","-0,10 %","-1,40 %","1,90 %","10,1 €/m2","3,10 %","0,80 %","6,90 %"
01/03/19,"15,5 €/m2","0,40 %","1,30 %","5,60 %","15,2 €/m2","1,30 %","1,20 %","5,00 %","11,7 €/m2","-1,50 %","0,80 %","0,30 %","11,5 €/m2","0,90 %","0,30 %","6,40 %","18,1 €/m2","-0,30 %","0,80 %","-1,80 %","16,1 €/m2","0,60 %","0,70 %","3,10 %","18,1 €/m2","0,50 %","0,50 %","4,20 %","13,3 €/m2","0,30 %","1,30 %","5,20 %","12,3 €/m2","0,10 %","0,10 %","4,00 %","12,7 €/m2","-0,30 %","1,20 %","2,50 %","11,7 €/m2","2,90 %","4,40 %","9,90 %","14,5 €/m2","-0,20 %","-0,90 %","7,70 %","10,9 €/m2","0,70 %","3,80 %","5,60 %","11,5 €/m2","0,50 %","1,20 %","7,10 %","16,2 €/m2","0,80 %","2,00 %","5,00 %","18,3 €/m2","0,40 %","1,00 %","2,00 %","11,8 €/m2","0,80 %","1,10 %","5,80 %","15,4 €/m2","0,60 %","1,80 %","2,70 %","10,9 €/m2","-2,10 %","-1,10 %","2,70 %","10,4 €/m2","1,20 %","3,60 %","9,30 %","10,9 €/m2","-1,60 %","-0,20 %","1,90 %","9,8 €/m2","1,00 %","-2,20 %","3,70 %"
01/02/19,"15,4 €/m2","0,80 %","0,20 %","6,50 %","15,0 €/m2","-0,10 %","-0,10 %","4,90 %","11,9 €/m2","0,50 %","4,00 %","5,00 %","11,4 €/m2","0,80 %","-0,20 %","5,60 %","18,2 €/m2","1,10 %","-0,30 %","-0,40 %","16,0 €/m2","0,90 %","-0,10 %","3,90 %","18,0 €/m2","0,00 %","0,70 %","3,80 %","13,2 €/m2","0,30 %","1,30 %","6,90 %","12,3 €/m2","0,30 %","0,20 %","4,00 %","12,8 €/m2","0,20 %","1,90 %","4,20 %","11,3 €/m2","0,90 %","2,20 %","6,80 %","14,6 €/m2","-0,40 %","0,60 %","9,50 %","10,8 €/m2","3,60 %","2,20 %","5,70 %","11,5 €/m2","2,80 %","1,90 %","7,10 %","16,1 €/m2","1,60 %","-0,60 %","5,20 %","18,2 €/m2","0,40 %","0,00 %","2,80 %","11,7 €/m2","-0,10 %","2,90 %","4,90 %","15,3 €/m2","-0,30 %","1,00 %","2,10 %","11,1 €/m2","-0,10 %","0,30 %","6,50 %","10,3 €/m2","2,90 %","1,40 %","10,50 %","11,1 €/m2","0,30 %","2,40 %","5,70 %","9,7 €/m2","-3,20 %","-3,00 %","3,50 %"
01/01/19,"15,3 €/m2","0,00 %","-1,10 %","6,80 %","15,0 €/m2","0,00 %","-0,10 %","6,20 %","11,8 €/m2","1,90 %","4,70 %","7,40 %","11,3 €/m2","-1,40 %","2,00 %","5,10 %","18,0 €/m2","0,00 %","-1,80 %","0,00 %","15,8 €/m2","-0,80 %","-1,50 %","3,40 %","18,0 €/m2","0,00 %","2,00 %","5,00 %","13,2 €/m2","0,70 %","1,60 %","6,40 %","12,3 €/m2","-0,30 %","1,00 %","3,10 %","12,8 €/m2","1,40 %","2,90 %","5,30 %","11,2 €/m2","0,50 %","1,30 %","6,80 %","14,6 €/m2","-0,30 %","0,60 %","10,20 %","10,5 €/m2","-0,40 %","-0,30 %","2,20 %","11,1 €/m2","-2,00 %","0,50 %","4,70 %","15,8 €/m2","-0,40 %","-1,20 %","5,50 %","18,1 €/m2","0,20 %","-1,10 %","2,90 %","11,7 €/m2","0,40 %","2,90 %","5,40 %","15,3 €/m2","1,50 %","2,30 %","2,40 %","11,1 €/m2","1,20 %","2,00 %","9,10 %","10,0 €/m2","-0,50 %","-0,50 %","3,80 %","11,1 €/m2","1,20 %","2,10 %","9,00 %","10,0 €/m2","0,00 %","1,90 %","8,30 %"
01/12/18,"15,3 €/m2","-0,60 %","-0,50 %","7,90 %","15,0 €/m2","0,00 %","0,90 %","8,00 %","11,6 €/m2","1,60 %","3,10 %","3,80 %","11,5 €/m2","0,30 %","5,80 %","8,80 %","18,0 €/m2","-1,40 %","-1,80 %","1,50 %","16,0 €/m2","-0,10 %","-0,40 %","3,50 %","18,0 €/m2","0,80 %","2,80 %","8,10 %","13,1 €/m2","0,30 %","1,00 %","5,20 %","12,3 €/m2","0,10 %","2,40 %","2,80 %","12,6 €/m2","0,40 %","1,50 %","4,90 %","11,2 €/m2","0,80 %","-0,60 %","8,70 %","14,7 €/m2","1,20 %","1,00 %","10,60 %","10,5 €/m2","-0,80 %","-1,50 %","5,10 %","11,4 €/m2","1,10 %","2,40 %","9,00 %","15,9 €/m2","-1,70 %","0,40 %","6,90 %","18,1 €/m2","-0,60 %","-2,00 %","4,10 %","11,7 €/m2","2,50 %","-0,90 %","4,80 %","15,1 €/m2","-0,20 %","0,80 %","3,50 %","11,0 €/m2","-0,80 %","3,20 %","8,10 %","10,1 €/m2","-1,00 %","0,20 %","4,90 %","10,9 €/m2","0,90 %","0,40 %","6,20 %","10,0 €/m2","0,20 %","0,00 %","10,60 %"
01/11/18,"15,4 €/m2","-0,50 %","1,00 %","8,30 %","15,0 €/m2","0,00 %","2,30 %","7,40 %","11,4 €/m2","1,10 %","1,00 %","2,00 %","11,5 €/m2","3,10 %","5,40 %","10,70 %","18,2 €/m2","-0,50 %","-0,20 %","3,10 %","16,0 €/m2","-0,50 %","-0,40 %","4,10 %","17,9 €/m2","1,20 %","2,30 %","7,20 %","13,1 €/m2","0,60 %","0,40 %","5,90 %","12,3 €/m2","1,20 %","2,30 %","4,30 %","12,5 €/m2","1,10 %","1,10 %","6,10 %","11,1 €/m2","0,00 %","-1,50 %","7,50 %","14,5 €/m2","-0,30 %","1,40 %","8,40 %","10,6 €/m2","1,00 %","-0,70 %","6,00 %","11,2 €/m2","1,40 %","0,50 %","8,90 %","16,2 €/m2","0,90 %","3,50 %","11,30 %","18,2 €/m2","-0,70 %","-0,90 %","5,10 %","11,4 €/m2","0,00 %","-1,10 %","4,30 %","15,1 €/m2","0,90 %","1,00 %","4,90 %","11,1 €/m2","1,60 %","3,90 %","10,60 %","10,2 €/m2","1,00 %","1,00 %","7,00 %","10,8 €/m2","0,00 %","-1,40 %","5,60 %","10,0 €/m2","1,70 %","-0,20 %","12,40 %"
01/10/18,"15,5 €/m2","0,70 %","2,50 %","9,10 %","15,0 €/m2","0,90 %","3,30 %","8,10 %","11,3 €/m2","0,30 %","-2,00 %","3,10 %","11,1 €/m2","2,20 %","1,00 %","9,40 %","18,3 €/m2","0,00 %","0,60 %","5,00 %","16,1 €/m2","0,20 %","0,60 %","6,30 %","17,6 €/m2","0,80 %","0,80 %","7,50 %","13,0 €/m2","0,10 %","0,60 %","8,20 %","12,2 €/m2","1,10 %","0,20 %","4,00 %","12,4 €/m2","0,00 %","-0,40 %","4,90 %","11,1 €/m2","-1,40 %","-0,20 %","6,60 %","14,5 €/m2","0,10 %","4,40 %","8,10 %","10,5 €/m2","-1,60 %","-1,20 %","6,00 %","11,1 €/m2","-0,10 %","-0,40 %","11,10 %","16,0 €/m2","1,20 %","2,80 %","11,00 %","18,3 €/m2","-0,80 %","-0,10 %","5,90 %","11,4 €/m2","-3,30 %","0,10 %","5,80 %","15,0 €/m2","0,10 %","0,10 %","5,30 %","10,9 €/m2","2,40 %","1,40 %","9,90 %","10,1 €/m2","0,20 %","2,80 %","3,80 %","10,8 €/m2","-0,50 %","-1,40 %","7,50 %","9,8 €/m2","-1,90 %","-1,90 %","11,10 %"
01/09/18,"15,3 €/m2","0,80 %","2,20 %","8,30 %","14,9 €/m2","1,40 %","0,30 %","7,90 %","11,3 €/m2","-0,40 %","-5,50 %","3,80 %","10,9 €/m2","0,00 %","-1,10 %","8,60 %","18,3 €/m2","0,20 %","0,00 %","5,90 %","16,0 €/m2","-0,10 %","0,80 %","7,20 %","17,5 €/m2","0,20 %","0,00 %","8,20 %","13,0 €/m2","-0,30 %","1,00 %","7,50 %","12,0 €/m2","0,00 %","-1,90 %","3,90 %","12,4 €/m2","0,00 %","-0,60 %","5,30 %","11,3 €/m2","0,00 %","2,90 %","8,10 %","14,5 €/m2","1,60 %","5,30 %","9,40 %","10,7 €/m2","-0,10 %","-1,00 %","9,90 %","11,1 €/m2","-0,80 %","1,00 %","11,20 %","15,8 €/m2","1,30 %","1,20 %","10,00 %","18,5 €/m2","0,60 %","0,80 %","9,10 %","11,8 €/m2","2,30 %","3,30 %","11,90 %","15,0 €/m2","0,00 %","0,00 %","6,10 %","10,7 €/m2","-0,10 %","-0,30 %","10,30 %","10,0 €/m2","-0,30 %","3,30 %","5,00 %","10,9 €/m2","-0,90 %","-0,40 %","8,90 %","10,0 €/m2","0,00 %","3,60 %","14,30 %"
01/08/18,"15,2 €/m2","0,90 %","2,30 %","9,30 %","14,7 €/m2","1,00 %","0,00 %","6,60 %","11,3 €/m2","-1,90 %","-3,20 %","1,80 %","10,9 €/m2","-1,20 %","-0,70 %","8,80 %","18,3 €/m2","0,40 %","-0,30 %","6,60 %","16,0 €/m2","0,50 %","1,00 %","7,40 %","17,5 €/m2","-0,30 %","-0,20 %","8,40 %","13,0 €/m2","0,80 %","0,70 %","8,90 %","12,0 €/m2","-0,90 %","0,10 %","4,80 %","12,4 €/m2","-0,40 %","-0,40 %","6,30 %","11,3 €/m2","1,30 %","3,90 %","10,40 %","14,3 €/m2","2,70 %","2,60 %","8,70 %","10,7 €/m2","0,50 %","-1,00 %","8,60 %","11,2 €/m2","0,60 %","2,00 %","12,20 %","15,6 €/m2","0,30 %","-0,80 %","10,30 %","18,3 €/m2","0,10 %","0,70 %","10,10 %","11,5 €/m2","1,30 %","1,10 %","9,30 %","15,0 €/m2","0,00 %","0,00 %","8,00 %","10,7 €/m2","-0,80 %","0,30 %","9,90 %","10,1 €/m2","2,80 %","5,50 %","6,80 %","11,0 €/m2","0,00 %","4,20 %","11,20 %","10,0 €/m2","0,00 %","5,30 %","16,80 %"
