Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/12/12,"11,5 €/m2","-1,30 %","-2,80 %","-5,60 %","11,2 €/m2","-1,80 %","-3,10 %","-8,20 %","10,2 €/m2","0,50 %","-0,60 %","0,20 %","9,1 €/m2","-1,40 %","-1,60 %","-6,50 %","13,8 €/m2","-1,00 %","-2,20 %","-8,30 %","12,7 €/m2","-0,40 %","1,40 %","-5,50 %","13,4 €/m2","-1,00 %","-3,20 %","-6,70 %","10,4 €/m2","-1,60 %","-2,50 %","-6,40 %","10,2 €/m2","-0,20 %","-0,30 %","-4,60 %","10,6 €/m2","-0,40 %","0,00 %","-6,00 %","9,0 €/m2","-0,60 %","-3,00 %","-5,40 %","11,2 €/m2","-2,10 %","-3,00 %","-4,10 %","8,7 €/m2","1,10 %","-0,70 %","-5,10 %","9,1 €/m2","-1,60 %","-2,90 %","-6,10 %","11,9 €/m2","-0,20 %","-1,40 %","-5,70 %","13,9 €/m2","-0,80 %","-1,20 %","-4,60 %","9,6 €/m2","-0,40 %","-3,80 %","-5,00 %","11,8 €/m2","-0,80 %","-1,80 %","-4,50 %","8,7 €/m2","-1,20 %","0,20 %","-6,70 %","8,4 €/m2","-1,20 %","0,00 %","-8,30 %","9,2 €/m2","-0,50 %","0,00 %","-5,50 %","8,3 €/m2","-1,30 %","-2,00 %","-4,80 %"
01/11/12,"11,6 €/m2","-1,10 %","-1,60 %","-5,00 %","11,4 €/m2","-1,10 %","-1,00 %","-5,50 %","10,2 €/m2","-1,40 %","-0,30 %","-3,40 %","9,2 €/m2","-0,20 %","-0,80 %","-4,30 %","13,9 €/m2","-0,50 %","-1,00 %","-7,40 %","12,7 €/m2","1,80 %","0,50 %","-4,80 %","13,6 €/m2","-0,60 %","-2,10 %","-5,90 %","10,6 €/m2","-0,30 %","-1,30 %","-4,80 %","10,2 €/m2","0,00 %","-0,30 %","-5,10 %","10,7 €/m2","-0,10 %","-0,80 %","-5,80 %","9,1 €/m2","-1,70 %","-1,90 %","-4,60 %","11,5 €/m2","-0,40 %","-1,40 %","-4,40 %","8,6 €/m2","-0,60 %","-2,30 %","-7,60 %","9,2 €/m2","-0,50 %","-1,50 %","-4,80 %","11,9 €/m2","-1,20 %","-2,00 %","-5,60 %","14,0 €/m2","-0,40 %","-0,20 %","-4,30 %","9,6 €/m2","-0,60 %","-3,80 %","-4,40 %","11,9 €/m2","-1,00 %","-2,20 %","-5,00 %","8,8 €/m2","0,00 %","0,30 %","-5,00 %","8,5 €/m2","-0,80 %","-0,40 %","-7,90 %","9,2 €/m2","1,10 %","2,40 %","-6,80 %","8,4 €/m2","-0,30 %","0,00 %","-2,40 %"
01/10/12,"11,7 €/m2","-0,40 %","-0,70 %","-4,30 %","11,5 €/m2","-0,30 %","-0,30 %","-2,70 %","10,3 €/m2","0,30 %","1,40 %","-4,80 %","9,2 €/m2","0,00 %","-1,50 %","-5,00 %","14,0 €/m2","-0,70 %","-0,80 %","-6,10 %","12,5 €/m2","0,10 %","-2,10 %","-5,90 %","13,7 €/m2","-1,70 %","-2,30 %","-4,80 %","10,6 €/m2","-0,60 %","-1,60 %","-4,50 %","10,2 €/m2","-0,10 %","-0,10 %","-5,50 %","10,7 €/m2","0,50 %","-1,40 %","-6,50 %","9,2 €/m2","-0,70 %","0,20 %","-3,00 %","11,5 €/m2","-0,40 %","-1,10 %","-6,00 %","8,6 €/m2","-1,20 %","-3,50 %","-6,70 %","9,3 €/m2","-0,80 %","-1,70 %","-5,80 %","12,1 €/m2","0,00 %","-1,30 %","-3,80 %","14,0 €/m2","0,00 %","-0,40 %","-3,70 %","9,7 €/m2","-2,90 %","-3,00 %","-6,80 %","12,0 €/m2","0,00 %","-1,60 %","-4,00 %","8,8 €/m2","1,40 %","-2,50 %","-5,70 %","8,6 €/m2","2,00 %","-1,30 %","-8,60 %","9,1 €/m2","-0,60 %","-0,50 %","-8,00 %","8,5 €/m2","-0,50 %","0,00 %","-2,10 %"
01/09/12,"11,8 €/m2","-0,10 %","-0,60 %","-4,20 %","11,5 €/m2","0,30 %","-1,10 %","-3,10 %","10,3 €/m2","0,80 %","-0,20 %","-2,50 %","9,2 €/m2","-0,60 %","-3,40 %","-5,70 %","14,1 €/m2","0,10 %","-0,80 %","-5,40 %","12,5 €/m2","-1,30 %","-2,90 %","-5,90 %","13,9 €/m2","0,10 %","-0,80 %","-4,20 %","10,7 €/m2","-0,50 %","-2,00 %","-3,50 %","10,3 €/m2","-0,20 %","-0,50 %","-5,20 %","10,6 €/m2","-1,20 %","-3,60 %","-7,70 %","9,3 €/m2","0,60 %","1,30 %","-2,00 %","11,6 €/m2","-0,60 %","-0,60 %","-5,60 %","8,7 €/m2","-0,50 %","-2,90 %","-4,60 %","9,3 €/m2","-0,10 %","-2,30 %","-5,00 %","12,1 €/m2","-0,80 %","-3,20 %","-4,40 %","14,0 €/m2","0,20 %","0,20 %","-4,30 %","9,9 €/m2","-0,40 %","-2,60 %","-4,60 %","12,0 €/m2","-1,20 %","-2,10 %","-4,00 %","8,6 €/m2","-1,10 %","-2,80 %","-9,10 %","8,4 €/m2","-1,60 %","-1,30 %","-10,00 %","9,2 €/m2","1,80 %","1,30 %","-6,80 %","8,5 €/m2","0,70 %","-0,60 %","-2,90 %"
01/08/12,"11,8 €/m2","-0,20 %","-1,00 %","-4,00 %","11,5 €/m2","-0,30 %","-1,10 %","-4,20 %","10,2 €/m2","0,20 %","-2,40 %","-3,70 %","9,3 €/m2","-0,90 %","-3,30 %","-5,10 %","14,0 €/m2","-0,20 %","-1,80 %","-6,40 %","12,7 €/m2","-0,80 %","-3,30 %","-5,20 %","13,9 €/m2","-0,80 %","-1,90 %","-4,30 %","10,7 €/m2","-0,50 %","-1,10 %","-3,60 %","10,3 €/m2","0,30 %","-1,80 %","-6,00 %","10,8 €/m2","-0,70 %","-3,80 %","-6,20 %","9,2 €/m2","0,30 %","0,60 %","-2,30 %","11,6 €/m2","-0,10 %","-0,60 %","-5,30 %","8,8 €/m2","-1,80 %","-3,60 %","-4,80 %","9,3 €/m2","-0,70 %","-1,40 %","-4,00 %","12,2 €/m2","-0,50 %","-2,40 %","-1,90 %","14,0 €/m2","-0,60 %","-1,00 %","-3,90 %","10,0 €/m2","0,20 %","0,30 %","-3,90 %","12,1 €/m2","-0,40 %","-1,10 %","-2,90 %","8,7 €/m2","-2,70 %","-3,40 %","-9,40 %","8,5 €/m2","-1,70 %","-2,80 %","-9,90 %","9,0 €/m2","-1,70 %","-3,90 %","-8,80 %","8,4 €/m2","-0,30 %","-0,60 %","-4,40 %"
01/07/12,"11,8 €/m2","-0,30 %","-0,80 %","-4,80 %","11,5 €/m2","-1,10 %","-1,50 %","-3,80 %","10,2 €/m2","-1,30 %","-3,90 %","-3,70 %","9,4 €/m2","-1,90 %","-2,80 %","-5,70 %","14,1 €/m2","-0,70 %","-2,70 %","-6,20 %","12,8 €/m2","-0,80 %","-3,30 %","-6,00 %","14,0 €/m2","-0,10 %","-0,90 %","-4,10 %","10,8 €/m2","-1,00 %","-2,30 %","-4,30 %","10,3 €/m2","-0,60 %","-2,40 %","-6,00 %","10,9 €/m2","-1,70 %","-4,70 %","-5,90 %","9,2 €/m2","0,40 %","-0,90 %","-2,70 %","11,6 €/m2","0,00 %","0,60 %","-5,30 %","8,9 €/m2","-0,60 %","-3,10 %","-3,40 %","9,4 €/m2","-1,50 %","0,30 %","-4,30 %","12,2 €/m2","-2,00 %","-2,80 %","-1,70 %","14,1 €/m2","0,60 %","-0,40 %","-3,90 %","10,0 €/m2","-2,40 %","0,00 %","-5,60 %","12,2 €/m2","-0,50 %","-0,30 %","-2,50 %","9,0 €/m2","1,10 %","-2,10 %","-7,50 %","8,7 €/m2","2,00 %","-3,00 %","-3,70 %","9,2 €/m2","1,20 %","-3,10 %","-7,70 %","8,5 €/m2","-1,10 %","-1,30 %","-5,60 %"
01/06/12,"11,9 €/m2","-0,50 %","-0,90 %","-4,00 %","11,7 €/m2","0,30 %","-1,00 %","-3,30 %","10,3 €/m2","-1,40 %","-3,50 %","-6,40 %","9,6 €/m2","-0,40 %","-0,40 %","-4,70 %","14,2 €/m2","-0,80 %","-2,60 %","-5,60 %","12,9 €/m2","-1,70 %","-3,80 %","-5,90 %","14,0 €/m2","-1,10 %","-0,80 %","-4,20 %","10,9 €/m2","0,40 %","-1,30 %","-3,50 %","10,3 €/m2","-1,60 %","-1,80 %","-4,90 %","11,0 €/m2","-1,50 %","-3,50 %","-3,40 %","9,2 €/m2","-0,10 %","-2,20 %","-2,90 %","11,6 €/m2","-0,50 %","0,40 %","-5,20 %","9,0 €/m2","-1,20 %","-2,50 %","-1,50 %","9,6 €/m2","0,80 %","0,50 %","-2,90 %","12,5 €/m2","0,10 %","-0,10 %","-1,20 %","14,0 €/m2","-1,00 %","-2,50 %","-6,50 %","10,2 €/m2","2,60 %","0,80 %","-2,80 %","12,2 €/m2","-0,20 %","0,00 %","-1,10 %","8,9 €/m2","-1,70 %","-1,10 %","-10,50 %","8,5 €/m2","-3,00 %","-4,20 %","-2,20 %","9,0 €/m2","-3,40 %","-5,90 %","-8,90 %","8,5 €/m2","0,80 %","-1,90 %","-4,80 %"
01/05/12,"11,9 €/m2","0,00 %","-0,70 %","-3,80 %","11,6 €/m2","-0,80 %","-1,60 %","-3,70 %","10,4 €/m2","-1,30 %","-0,20 %","-6,40 %","9,6 €/m2","-0,50 %","-1,60 %","-4,40 %","14,3 €/m2","-1,10 %","-2,80 %","-4,80 %","13,1 €/m2","-0,80 %","-2,10 %","-5,00 %","14,2 €/m2","0,30 %","0,30 %","-3,80 %","10,8 €/m2","-1,70 %","-2,30 %","-3,70 %","10,5 €/m2","-0,30 %","-1,10 %","-3,80 %","11,2 €/m2","-1,60 %","-0,40 %","-1,00 %","9,2 €/m2","-1,20 %","-3,50 %","-3,00 %","11,7 €/m2","1,10 %","1,20 %","-3,70 %","9,1 €/m2","-1,30 %","-1,30 %","0,20 %","9,5 €/m2","1,00 %","-0,80 %","-3,30 %","12,5 €/m2","-0,90 %","0,50 %","-3,20 %","14,2 €/m2","0,00 %","-1,90 %","-5,60 %","9,9 €/m2","-0,20 %","-2,90 %","-9,40 %","12,3 €/m2","0,40 %","0,10 %","-1,90 %","9,1 €/m2","-1,40 %","-0,30 %","-12,40 %","8,8 €/m2","-1,90 %","-3,60 %","-1,50 %","9,4 €/m2","-0,80 %","-2,70 %","-6,40 %","8,5 €/m2","-0,90 %","-2,40 %","-5,70 %"
01/04/12,"11,9 €/m2","-0,40 %","-0,90 %","-3,90 %","11,7 €/m2","-0,60 %","-1,30 %","-1,70 %","10,6 €/m2","-0,90 %","3,40 %","-7,10 %","9,6 €/m2","0,40 %","-1,10 %","-4,10 %","14,4 €/m2","-0,70 %","-2,90 %","-3,70 %","13,2 €/m2","-1,30 %","-1,40 %","-4,80 %","14,1 €/m2","0,00 %","-1,20 %","-3,50 %","11,0 €/m2","0,10 %","-0,80 %","-1,50 %","10,5 €/m2","0,00 %","-0,30 %","-3,20 %","11,4 €/m2","-0,50 %","1,10 %","0,20 %","9,3 €/m2","-1,00 %","-2,50 %","-2,20 %","11,6 €/m2","-0,20 %","0,30 %","-4,50 %","9,2 €/m2","0,00 %","0,00 %","3,20 %","9,4 €/m2","-1,30 %","-2,40 %","-6,00 %","12,6 €/m2","0,80 %","0,10 %","-3,10 %","14,2 €/m2","-1,50 %","-2,20 %","-5,60 %","10,0 €/m2","-1,60 %","-3,10 %","-9,20 %","12,2 €/m2","-0,20 %","-0,40 %","-2,30 %","9,2 €/m2","2,10 %","-1,10 %","-13,90 %","8,9 €/m2","0,70 %","-0,30 %","-1,80 %","9,4 €/m2","-1,80 %","-2,50 %","-4,90 %","8,6 €/m2","-1,80 %","-2,00 %","-7,90 %"
01/03/12,"12,0 €/m2","-0,30 %","-1,40 %","-3,60 %","11,8 €/m2","-0,30 %","-3,20 %","1,00 %","10,7 €/m2","2,00 %","4,70 %","-6,30 %","9,6 €/m2","-1,50 %","-1,20 %","-3,60 %","14,5 €/m2","-1,10 %","-3,00 %","-4,30 %","13,4 €/m2","0,00 %","-0,30 %","-4,70 %","14,1 €/m2","0,00 %","-2,10 %","-3,40 %","11,0 €/m2","-0,70 %","-0,90 %","-1,50 %","10,5 €/m2","-0,80 %","-2,00 %","-1,50 %","11,4 €/m2","1,70 %","1,10 %","-0,10 %","9,4 €/m2","-1,40 %","-1,50 %","-3,60 %","11,6 €/m2","0,30 %","-0,80 %","-6,50 %","9,2 €/m2","0,00 %","1,00 %","2,60 %","9,5 €/m2","-0,50 %","-1,50 %","-4,80 %","12,5 €/m2","0,60 %","-1,20 %","-3,90 %","14,4 €/m2","-0,50 %","-1,20 %","-4,20 %","10,1 €/m2","-1,20 %","0,60 %","-7,80 %","12,2 €/m2","-0,10 %","-0,70 %","-3,20 %","9,0 €/m2","-1,00 %","-3,10 %","-20,60 %","8,9 €/m2","-2,40 %","-3,00 %","-1,70 %","9,6 €/m2","-0,10 %","-0,80 %","-3,20 %","8,7 €/m2","0,30 %","-0,30 %","-5,90 %"
