Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/10/21,3.622 €/m2,"-0,80 %","-1,70 %","0,90 %",4.119 €/m2,"0,70 %","1,80 %","4,00 %",3.366 €/m2,"1,20 %","5,00 %","7,00 %",2.140 €/m2,"0,00 %","-0,80 %","-1,60 %",4.796 €/m2,"0,10 %","1,00 %","-0,40 %",5.090 €/m2,"-0,20 %","-0,20 %","1,40 %",5.341 €/m2,"0,40 %","0,90 %","0,60 %",2.941 €/m2,"-0,70 %","-1,90 %","-0,30 %",3.587 €/m2,"0,00 %","1,00 %","2,10 %",3.849 €/m2,"-0,40 %","1,40 %","5,80 %",2.267 €/m2,"-0,20 %","0,10 %","1,10 %",4.027 €/m2,"-0,10 %","0,20 %","3,00 %",2.500 €/m2,"-2,70 %","-3,10 %","0,00 %",1.921 €/m2,"0,00 %","0,50 %","1,70 %",4.711 €/m2,"0,10 %","1,10 %","5,40 %",5.936 €/m2,"-0,30 %","0,00 %","3,70 %",2.566 €/m2,"-0,80 %","-1,00 %","0,30 %",3.664 €/m2,"0,10 %","0,10 %","0,10 %",1.989 €/m2,"-0,70 %","-0,20 %","0,90 %",2.404 €/m2,"1,40 %","-2,20 %","3,10 %",2.402 €/m2,"-0,80 %","-1,00 %","1,60 %",1.701 €/m2,"-0,20 %","-1,50 %","-2,80 %"
01/09/21,3.651 €/m2,"-0,10 %","-0,80 %","1,20 %",4.092 €/m2,"2,10 %","0,50 %","2,90 %",3.327 €/m2,"0,40 %","4,80 %","5,40 %",2.140 €/m2,"0,70 %","-1,60 %","-1,70 %",4.793 €/m2,"0,20 %","1,50 %","-1,10 %",5.102 €/m2,"0,60 %","-0,70 %","1,40 %",5.319 €/m2,"0,40 %","0,80 %","-0,80 %",2.962 €/m2,"-0,70 %","-0,40 %","-0,40 %",3.588 €/m2,"0,30 %","1,00 %","2,10 %",3.864 €/m2,"1,10 %","3,00 %","5,80 %",2.270 €/m2,"-0,10 %","-0,20 %","0,40 %",4.031 €/m2,"0,60 %","0,70 %","2,50 %",2.570 €/m2,"0,10 %","-0,50 %","3,80 %",1.922 €/m2,"0,50 %","0,10 %","1,70 %",4.705 €/m2,"0,80 %","1,10 %","4,50 %",5.952 €/m2,"0,50 %","1,70 %","4,60 %",2.586 €/m2,"0,80 %","1,60 %","0,40 %",3.661 €/m2,"0,40 %","-0,10 %","-0,60 %",2.004 €/m2,"0,90 %","0,40 %","1,10 %",2.369 €/m2,"-0,40 %","-3,50 %","1,20 %",2.422 €/m2,"0,00 %","2,10 %","2,00 %",1.705 €/m2,"-0,50 %","-1,30 %","-2,50 %"
01/08/21,3.654 €/m2,"-0,80 %","0,10 %","1,00 %",4.009 €/m2,"-0,90 %","-0,40 %","0,70 %",3.313 €/m2,"3,30 %","4,70 %","4,30 %",2.125 €/m2,"-1,40 %","-2,10 %","-3,10 %",4.786 €/m2,"0,80 %","1,20 %","-1,80 %",5.072 €/m2,"-0,60 %","-0,20 %","0,10 %",5.297 €/m2,"0,00 %","1,90 %","-0,60 %",2.983 €/m2,"-0,50 %","1,70 %","0,30 %",3.577 €/m2,"0,70 %","1,50 %","1,10 %",3.823 €/m2,"0,70 %","2,20 %","3,90 %",2.272 €/m2,"0,40 %","-0,50 %","0,20 %",4.008 €/m2,"-0,30 %","0,20 %","2,70 %",2.568 €/m2,"-0,40 %","0,50 %","4,00 %",1.912 €/m2,"0,00 %","0,20 %","0,90 %",4.669 €/m2,"0,20 %","1,10 %","4,30 %",5.924 €/m2,"-0,20 %","2,50 %","4,00 %",2.565 €/m2,"-1,00 %","1,80 %","0,40 %",3.647 €/m2,"-0,40 %","0,20 %","-1,10 %",1.986 €/m2,"-0,40 %","0,10 %","1,60 %",2.380 €/m2,"-3,10 %","-2,40 %","2,30 %",2.421 €/m2,"-0,20 %","3,30 %","-0,30 %",1.714 €/m2,"-0,80 %","-0,70 %","-1,70 %"
01/07/21,3.683 €/m2,"0,10 %","1,70 %","1,10 %",4.045 €/m2,"-0,60 %","2,10 %","1,60 %",3.207 €/m2,"1,00 %","0,40 %","1,50 %",2.156 €/m2,"-0,90 %","1,50 %","-0,90 %",4.748 €/m2,"0,60 %","0,60 %","-2,90 %",5.102 €/m2,"-0,70 %","1,40 %","0,00 %",5.295 €/m2,"0,40 %","1,70 %","-0,40 %",2.998 €/m2,"0,80 %","2,30 %","1,00 %",3.553 €/m2,"0,00 %","0,40 %","-0,30 %",3.797 €/m2,"1,20 %","3,10 %","1,70 %",2.263 €/m2,"-0,50 %","-0,40 %","-2,10 %",4.019 €/m2,"0,40 %","1,00 %","2,70 %",2.579 €/m2,"-0,20 %","1,80 %","3,20 %",1.911 €/m2,"-0,50 %","1,80 %","0,10 %",4.660 €/m2,"0,20 %","2,40 %","4,10 %",5.937 €/m2,"1,40 %","3,40 %","3,00 %",2.591 €/m2,"1,80 %","1,20 %","1,60 %",3.660 €/m2,"-0,20 %","0,10 %","-1,30 %",1.994 €/m2,"-0,20 %","1,40 %","-0,20 %",2.457 €/m2,"0,10 %","0,80 %","5,80 %",2.425 €/m2,"2,20 %","3,90 %","-1,20 %",1.727 €/m2,"0,00 %","1,30 %","-1,30 %"
01/06/21,3.681 €/m2,"0,80 %","1,70 %","0,10 %",4.070 €/m2,"1,10 %","2,30 %","1,40 %",3.173 €/m2,"0,30 %","-2,00 %","0,10 %",2.176 €/m2,"0,20 %","2,30 %","0,90 %",4.721 €/m2,"-0,20 %","-0,50 %","-4,70 %",5.137 €/m2,"1,00 %","3,00 %","-1,00 %",5.276 €/m2,"1,50 %","1,00 %","-1,80 %",2.974 €/m2,"1,40 %","0,80 %","-1,00 %",3.552 €/m2,"0,80 %","0,60 %","-0,70 %",3.752 €/m2,"0,40 %","3,60 %","0,70 %",2.276 €/m2,"-0,40 %","1,40 %","-2,80 %",4.001 €/m2,"0,00 %","0,90 %","2,50 %",2.583 €/m2,"1,10 %","0,80 %","1,20 %",1.921 €/m2,"0,60 %","2,70 %","-0,20 %",4.652 €/m2,"0,70 %","2,20 %","3,10 %",5.855 €/m2,"1,30 %","2,00 %","0,70 %",2.546 €/m2,"1,00 %","-2,20 %","0,30 %",3.665 €/m2,"0,70 %","-0,40 %","-1,90 %",1.997 €/m2,"0,70 %","3,10 %","-3,80 %",2.455 €/m2,"0,70 %","1,70 %","5,70 %",2.373 €/m2,"1,20 %","0,80 %","-4,10 %",1.728 €/m2,"0,10 %","-0,80 %","-1,60 %"
01/05/21,3.652 €/m2,"0,90 %","1,30 %","-1,60 %",4.025 €/m2,"1,60 %","1,20 %","0,40 %",3.163 €/m2,"-1,00 %","-2,00 %","0,50 %",2.171 €/m2,"2,20 %","0,90 %","0,20 %",4.730 €/m2,"0,20 %","-0,40 %","-5,30 %",5.083 €/m2,"1,00 %","1,80 %","-2,30 %",5.197 €/m2,"-0,20 %","-0,50 %","-3,30 %",2.934 €/m2,"0,10 %","-0,70 %","-3,90 %",3.522 €/m2,"-0,40 %","1,10 %","-2,40 %",3.739 €/m2,"1,60 %","2,60 %","0,70 %",2.284 €/m2,"0,50 %","2,00 %","-2,90 %",4.002 €/m2,"0,50 %","0,80 %","2,30 %",2.554 €/m2,"0,80 %","-0,10 %","-0,40 %",1.909 €/m2,"1,70 %","1,80 %","-1,80 %",4.619 €/m2,"1,50 %","1,60 %","0,70 %",5.781 €/m2,"0,60 %","1,70 %","-0,60 %",2.520 €/m2,"-1,60 %","-2,60 %","-1,70 %",3.640 €/m2,"-0,40 %","-1,10 %","-1,80 %",1.984 €/m2,"0,90 %","2,70 %","-4,40 %",2.439 €/m2,"0,10 %","2,70 %","3,40 %",2.344 €/m2,"0,40 %","-1,00 %","-4,00 %",1.726 €/m2,"1,30 %","-0,70 %","-2,30 %"
01/04/21,3.621 €/m2,"0,10 %","0,90 %","-1,30 %",3.962 €/m2,"-0,40 %","-0,40 %","-1,20 %",3.194 €/m2,"-1,40 %","0,70 %","0,30 %",2.124 €/m2,"-0,20 %","-1,30 %","-2,80 %",4.721 €/m2,"-0,50 %","0,10 %","-5,50 %",5.033 €/m2,"0,90 %","1,70 %","-2,40 %",5.206 €/m2,"-0,30 %","-0,20 %","-2,40 %",2.931 €/m2,"-0,70 %","0,10 %","-2,40 %",3.538 €/m2,"0,20 %","1,90 %","-2,00 %",3.681 €/m2,"1,60 %","1,10 %","-2,00 %",2.272 €/m2,"1,30 %","1,50 %","-3,90 %",3.981 €/m2,"0,40 %","2,20 %","1,40 %",2.534 €/m2,"-1,10 %","-0,60 %","-0,30 %",1.877 €/m2,"0,40 %","0,70 %","-2,90 %",4.551 €/m2,"0,00 %","1,20 %","-0,20 %",5.744 €/m2,"0,00 %","1,90 %","-0,70 %",2.560 €/m2,"-1,70 %","0,90 %","0,60 %",3.656 €/m2,"-0,60 %","-0,50 %","-1,30 %",1.966 €/m2,"1,50 %","0,90 %","-4,90 %",2.437 €/m2,"1,00 %","3,60 %","3,90 %",2.334 €/m2,"-0,90 %","-2,10 %","-2,50 %",1.705 €/m2,"-2,20 %","-0,10 %","-2,60 %"
01/03/21,3.618 €/m2,"0,30 %","0,60 %","-0,90 %",3.978 €/m2,"0,00 %","0,70 %","-1,10 %",3.239 €/m2,"0,30 %","2,50 %","1,90 %",2.127 €/m2,"-1,10 %","-1,70 %","-3,80 %",4.747 €/m2,"0,00 %","0,50 %","-4,90 %",4.988 €/m2,"-0,10 %","-0,10 %","-3,10 %",5.222 €/m2,"0,00 %","-0,50 %","-1,80 %",2.951 €/m2,"-0,20 %","0,90 %","-1,80 %",3.531 €/m2,"1,30 %","0,90 %","-1,10 %",3.623 €/m2,"-0,60 %","-1,60 %","-3,30 %",2.244 €/m2,"0,20 %","0,10 %","-4,20 %",3.967 €/m2,"-0,10 %","2,00 %","0,60 %",2.564 €/m2,"0,30 %","0,70 %","3,00 %",1.869 €/m2,"-0,30 %","-0,40 %","-3,60 %",4.550 €/m2,"0,10 %","1,20 %","-0,10 %",5.743 €/m2,"1,00 %","1,90 %","-0,60 %",2.604 €/m2,"0,70 %","0,30 %","3,10 %",3.678 €/m2,"0,00 %","0,50 %","-0,40 %",1.936 €/m2,"0,30 %","-1,00 %","-6,10 %",2.414 €/m2,"1,60 %","4,10 %","2,80 %",2.355 €/m2,"-0,50 %","-1,40 %","-1,30 %",1.742 €/m2,"0,20 %","1,40 %","-0,90 %"
01/02/21,3.607 €/m2,"0,50 %","0,30 %","-0,90 %",3.977 €/m2,"-0,10 %","0,70 %","-0,30 %",3.229 €/m2,"1,80 %","1,60 %","1,10 %",2.152 €/m2,"0,00 %","-0,80 %","-2,60 %",4.747 €/m2,"0,60 %","-0,50 %","-5,00 %",4.991 €/m2,"0,90 %","-0,60 %","-2,60 %",5.222 €/m2,"0,10 %","-0,90 %","-1,20 %",2.956 €/m2,"1,00 %","0,70 %","-1,70 %",3.484 €/m2,"0,40 %","-0,90 %","-1,40 %",3.646 €/m2,"0,10 %","-0,50 %","-2,70 %",2.239 €/m2,"0,10 %","-0,60 %","-3,90 %",3.969 €/m2,"1,90 %","1,60 %","0,50 %",2.556 €/m2,"0,30 %","1,10 %","2,20 %",1.875 €/m2,"0,60 %","-0,20 %","-3,50 %",4.544 €/m2,"1,10 %","1,20 %","-0,70 %",5.687 €/m2,"0,90 %","0,30 %","-1,10 %",2.586 €/m2,"1,90 %","-0,40 %","3,20 %",3.679 €/m2,"0,20 %","0,00 %","-0,20 %",1.931 €/m2,"-0,90 %","-1,40 %","-6,40 %",2.375 €/m2,"1,00 %","1,70 %","0,40 %",2.367 €/m2,"-0,70 %","-0,90 %","-1,20 %",1.738 €/m2,"1,80 %","-0,40 %","-1,60 %"
01/01/21,3.589 €/m2,"-0,20 %","0,00 %","-1,00 %",3.979 €/m2,"0,80 %","0,50 %","-0,50 %",3.173 €/m2,"0,40 %","0,90 %","-0,30 %",2.152 €/m2,"-0,60 %","-1,00 %","-2,20 %",4.717 €/m2,"-0,20 %","-2,10 %","-6,20 %",4.947 €/m2,"-1,00 %","-1,40 %","-2,50 %",5.215 €/m2,"-0,60 %","-1,80 %","-0,50 %",2.928 €/m2,"0,10 %","-0,70 %","-2,60 %",3.471 €/m2,"-0,80 %","-1,20 %","-1,90 %",3.641 €/m2,"-1,10 %","0,10 %","-1,40 %",2.238 €/m2,"-0,10 %","-0,20 %","-3,10 %",3.896 €/m2,"0,20 %","-0,30 %","-0,90 %",2.549 €/m2,"0,10 %","2,00 %","2,00 %",1.863 €/m2,"-0,80 %","-1,40 %","-4,50 %",4.497 €/m2,"0,00 %","0,60 %","-2,20 %",5.637 €/m2,"0,00 %","-1,50 %","-2,40 %",2.537 €/m2,"-2,30 %","-0,90 %","0,90 %",3.672 €/m2,"0,30 %","0,30 %","1,10 %",1.948 €/m2,"-0,40 %","-1,20 %","-5,00 %",2.352 €/m2,"1,40 %","0,90 %","-1,00 %",2.384 €/m2,"-0,20 %","0,90 %","-2,50 %",1.707 €/m2,"-0,60 %","-2,40 %","-3,90 %"
01/12/20,3.597 €/m2,"0,00 %","-0,30 %","-1,20 %",3.949 €/m2,"0,00 %","-0,70 %","-2,20 %",3.159 €/m2,"-0,50 %","0,10 %","-2,70 %",2.164 €/m2,"-0,20 %","-0,60 %","-2,00 %",4.725 €/m2,"-0,90 %","-2,50 %","-6,00 %",4.995 €/m2,"-0,50 %","-0,70 %","-0,80 %",5.247 €/m2,"-0,40 %","-2,10 %","0,00 %",2.926 €/m2,"-0,30 %","-1,70 %","-2,70 %",3.498 €/m2,"-0,50 %","-0,40 %","-1,80 %",3.683 €/m2,"0,50 %","0,80 %","1,50 %",2.241 €/m2,"-0,60 %","-1,00 %","-3,30 %",3.888 €/m2,"-0,40 %","-1,10 %","-1,60 %",2.545 €/m2,"0,70 %","2,80 %","1,20 %",1.877 €/m2,"-0,10 %","-0,60 %","-4,80 %",4.495 €/m2,"0,10 %","-0,20 %","-0,90 %",5.634 €/m2,"-0,70 %","-1,00 %","-2,10 %",2.596 €/m2,"0,00 %","0,80 %","3,30 %",3.660 €/m2,"-0,50 %","-0,70 %","-0,40 %",1.956 €/m2,"-0,10 %","-1,30 %","-4,40 %",2.320 €/m2,"-0,60 %","-1,00 %","-0,90 %",2.388 €/m2,"0,00 %","0,50 %","-2,20 %",1.718 €/m2,"-1,50 %","-1,80 %","-2,70 %"
01/11/20,3.595 €/m2,"0,20 %","-0,70 %","-1,70 %",3.948 €/m2,"-0,30 %","-0,80 %","-3,10 %",3.177 €/m2,"1,00 %","0,00 %","-0,50 %",2.168 €/m2,"-0,30 %","-1,20 %","-1,90 %",4.769 €/m2,"-1,00 %","-2,10 %","-4,90 %",5.023 €/m2,"0,10 %","-0,90 %","0,70 %",5.270 €/m2,"-0,70 %","-1,10 %","0,20 %",2.934 €/m2,"-0,50 %","-1,30 %","-2,70 %",3.516 €/m2,"0,10 %","-0,70 %","-1,00 %",3.664 €/m2,"0,70 %","-0,40 %","0,90 %",2.253 €/m2,"0,50 %","-0,60 %","-2,40 %",3.905 €/m2,"-0,10 %","0,10 %","-1,10 %",2.528 €/m2,"1,20 %","2,30 %","-1,10 %",1.879 €/m2,"-0,60 %","-0,80 %","-4,80 %",4.490 €/m2,"0,50 %","0,30 %","-2,00 %",5.671 €/m2,"-0,90 %","-0,40 %","-1,50 %",2.597 €/m2,"1,50 %","1,70 %","1,80 %",3.678 €/m2,"0,40 %","-0,20 %","-0,20 %",1.958 €/m2,"-0,70 %","0,10 %","-4,20 %",2.334 €/m2,"0,10 %","0,30 %","2,60 %",2.388 €/m2,"1,10 %","-1,60 %","-2,30 %",1.745 €/m2,"-0,30 %","0,10 %","0,50 %"
01/10/20,3.590 €/m2,"-0,50 %","-1,50 %","-2,40 %",3.961 €/m2,"-0,40 %","-0,50 %","-2,80 %",3.146 €/m2,"-0,40 %","-0,40 %","0,70 %",2.175 €/m2,"-0,10 %","-0,10 %","-1,40 %",4.816 €/m2,"-0,60 %","-1,50 %","-3,90 %",5.019 €/m2,"-0,20 %","-1,60 %","0,50 %",5.309 €/m2,"-0,90 %","-0,20 %","0,60 %",2.949 €/m2,"-0,90 %","-0,70 %","-2,60 %",3.512 €/m2,"0,00 %","-1,50 %","-0,30 %",3.637 €/m2,"-0,40 %","-2,50 %","-0,90 %",2.242 €/m2,"-0,90 %","-3,10 %","-3,00 %",3.909 €/m2,"-0,60 %","-0,10 %","-0,50 %",2.499 €/m2,"1,00 %","0,00 %","-2,90 %",1.890 €/m2,"0,00 %","-1,00 %","-4,00 %",4.469 €/m2,"-0,80 %","-0,10 %","-2,50 %",5.722 €/m2,"0,60 %","-0,70 %","-0,90 %",2.559 €/m2,"-0,60 %","0,30 %","0,00 %",3.662 €/m2,"-0,60 %","-1,30 %","-1,10 %",1.972 €/m2,"-0,50 %","-1,30 %","-3,60 %",2.331 €/m2,"-0,50 %","0,30 %","2,50 %",2.363 €/m2,"-0,50 %","-3,70 %","-3,10 %",1.750 €/m2,"0,10 %","0,00 %","0,00 %"
01/09/20,3.608 €/m2,"-0,30 %","-1,90 %","-1,70 %",3.977 €/m2,"-0,10 %","-1,00 %","-2,10 %",3.158 €/m2,"-0,60 %","-0,40 %","2,40 %",2.178 €/m2,"-0,80 %","1,00 %","-1,20 %",4.847 €/m2,"-0,60 %","-2,20 %","-2,90 %",5.030 €/m2,"-0,70 %","-3,10 %","0,50 %",5.359 €/m2,"0,60 %","-0,30 %","1,80 %",2.975 €/m2,"0,00 %","-1,00 %","-2,60 %",3.514 €/m2,"-0,70 %","-1,80 %","0,50 %",3.652 €/m2,"-0,70 %","-2,00 %","0,00 %",2.262 €/m2,"-0,20 %","-3,30 %","-1,10 %",3.931 €/m2,"0,80 %","0,70 %","0,90 %",2.475 €/m2,"0,20 %","-3,10 %","-5,40 %",1.890 €/m2,"-0,20 %","-1,80 %","-3,10 %",4.504 €/m2,"0,60 %","-0,20 %","-0,70 %",5.690 €/m2,"-0,10 %","-2,20 %","-1,20 %",2.575 €/m2,"0,80 %","1,40 %","0,90 %",3.684 €/m2,"-0,10 %","-1,40 %","0,10 %",1.982 €/m2,"1,40 %","-4,50 %","-2,90 %",2.342 €/m2,"0,70 %","0,80 %","4,60 %",2.375 €/m2,"-2,20 %","-4,10 %","-2,60 %",1.749 €/m2,"0,30 %","-0,40 %","0,00 %"
01/08/20,3.619 €/m2,"-0,70 %","-2,50 %","-1,90 %",3.979 €/m2,"0,00 %","-0,80 %","-2,10 %",3.176 €/m2,"0,60 %","1,00 %","2,00 %",2.194 €/m2,"0,80 %","1,20 %","1,00 %",4.874 €/m2,"-0,30 %","-2,40 %","-2,30 %",5.068 €/m2,"-0,70 %","-2,60 %","1,80 %",5.329 €/m2,"0,20 %","-0,80 %","1,10 %",2.974 €/m2,"0,20 %","-2,60 %","-3,80 %",3.539 €/m2,"-0,70 %","-1,90 %","1,70 %",3.678 €/m2,"-1,40 %","-1,00 %","0,80 %",2.267 €/m2,"-2,00 %","-3,60 %","-1,70 %",3.901 €/m2,"-0,30 %","-0,30 %","-0,50 %",2.471 €/m2,"-1,20 %","-3,60 %","-4,60 %",1.894 €/m2,"-0,80 %","-2,60 %","-1,60 %",4.475 €/m2,"0,00 %","-2,40 %","-2,10 %",5.694 €/m2,"-1,20 %","-2,10 %","-1,30 %",2.554 €/m2,"0,10 %","-0,30 %","0,50 %",3.687 €/m2,"-0,60 %","-0,50 %","0,10 %",1.955 €/m2,"-2,10 %","-5,80 %","-5,00 %",2.326 €/m2,"0,10 %","-1,40 %","4,10 %",2.427 €/m2,"-1,10 %","-0,50 %","0,30 %",1.744 €/m2,"-0,40 %","-1,30 %","0,50 %"
01/07/20,3.645 €/m2,"-0,90 %","-0,70 %","-1,70 %",3.981 €/m2,"-0,90 %","-0,80 %","-2,90 %",3.158 €/m2,"-0,40 %","-0,90 %","1,30 %",2.176 €/m2,"0,90 %","-0,40 %","1,10 %",4.890 €/m2,"-1,30 %","-2,10 %","-2,00 %",5.103 €/m2,"-1,70 %","-1,10 %","2,40 %",5.319 €/m2,"-1,00 %","-0,30 %","1,00 %",2.969 €/m2,"-1,20 %","-1,10 %","-3,90 %",3.564 €/m2,"-0,40 %","-1,30 %","2,90 %",3.732 €/m2,"0,10 %","-0,70 %","1,10 %",2.312 €/m2,"-1,20 %","-2,20 %","1,30 %",3.913 €/m2,"0,30 %","-0,30 %","-0,50 %",2.500 €/m2,"-2,10 %","-1,70 %","-4,20 %",1.909 €/m2,"-0,80 %","-1,20 %","-0,60 %",4.475 €/m2,"-0,80 %","-1,80 %","-2,60 %",5.763 €/m2,"-0,90 %","-0,40 %","-0,30 %",2.551 €/m2,"0,50 %","0,20 %","0,10 %",3.709 €/m2,"-0,70 %","0,20 %","0,70 %",1.997 €/m2,"-3,80 %","-3,40 %","-2,30 %",2.323 €/m2,"0,00 %","-1,00 %","3,60 %",2.455 €/m2,"-0,80 %","2,60 %","1,70 %",1.751 €/m2,"-0,30 %","0,00 %","0,40 %"
01/06/20,3.679 €/m2,"-0,90 %","0,80 %","-0,80 %",4.015 €/m2,"0,10 %","-0,10 %","-1,90 %",3.169 €/m2,"0,70 %","-0,20 %","1,60 %",2.156 €/m2,"-0,50 %","-2,50 %","-0,70 %",4.955 €/m2,"-0,80 %","-0,80 %","-0,80 %",5.190 €/m2,"-0,30 %","0,80 %","4,80 %",5.374 €/m2,"0,00 %","1,10 %","2,20 %",3.005 €/m2,"-1,60 %","0,00 %","-2,20 %",3.578 €/m2,"-0,80 %","0,20 %","4,20 %",3.728 €/m2,"0,30 %","-0,50 %","0,40 %",2.340 €/m2,"-0,50 %","-0,10 %","2,00 %",3.903 €/m2,"-0,20 %","-1,00 %","0,00 %",2.554 €/m2,"-0,40 %","2,60 %","-1,50 %",1.925 €/m2,"-1,00 %","-0,70 %","0,70 %",4.511 €/m2,"-1,60 %","-1,00 %","-2,40 %",5.816 €/m2,"0,00 %","0,60 %","0,00 %",2.539 €/m2,"-0,90 %","0,60 %","-0,90 %",3.736 €/m2,"0,80 %","1,20 %","0,80 %",2.076 €/m2,"0,00 %","0,60 %","0,30 %",2.323 €/m2,"-1,50 %","-1,00 %","2,80 %",2.475 €/m2,"1,40 %","3,70 %","1,60 %",1.756 €/m2,"-0,60 %","-0,10 %","1,00 %"
01/05/20,3.710 €/m2,"1,10 %","2,00 %","-0,30 %",4.010 €/m2,"0,00 %","0,50 %","-2,00 %",3.146 €/m2,"-1,30 %","-1,50 %","-0,70 %",2.167 €/m2,"-0,80 %","-1,90 %","-0,50 %",4.993 €/m2,"0,00 %","-0,10 %","0,10 %",5.205 €/m2,"0,90 %","1,60 %","3,80 %",5.374 €/m2,"0,70 %","1,70 %","2,00 %",3.054 €/m2,"1,70 %","1,60 %","-0,20 %",3.608 €/m2,"0,00 %","2,10 %","4,70 %",3.715 €/m2,"-1,10 %","-0,80 %","1,20 %",2.352 €/m2,"-0,50 %","0,90 %","2,70 %",3.912 €/m2,"-0,40 %","-1,00 %","-0,70 %",2.564 €/m2,"0,80 %","2,50 %","2,10 %",1.944 €/m2,"0,60 %","0,00 %","1,60 %",4.586 €/m2,"0,60 %","0,20 %","-0,90 %",5.816 €/m2,"0,50 %","1,10 %","0,20 %",2.563 €/m2,"0,70 %","2,30 %","0,20 %",3.706 €/m2,"0,10 %","0,60 %","0,20 %",2.076 €/m2,"0,40 %","0,60 %","1,60 %",2.358 €/m2,"0,50 %","-0,30 %","3,80 %",2.441 €/m2,"2,00 %","1,90 %","0,70 %",1.767 €/m2,"0,90 %","0,10 %","0,40 %"
01/04/20,3.669 €/m2,"0,50 %","1,20 %","-1,40 %",4.011 €/m2,"-0,20 %","0,30 %","-1,90 %",3.186 €/m2,"0,30 %","0,10 %","0,40 %",2.184 €/m2,"-1,20 %","-0,70 %","0,40 %",4.994 €/m2,"0,00 %","-0,70 %","0,10 %",5.158 €/m2,"0,20 %","1,70 %","2,30 %",5.335 €/m2,"0,40 %","1,80 %","1,20 %",3.002 €/m2,"-0,10 %","-0,10 %","-1,70 %",3.610 €/m2,"1,10 %","2,00 %","5,50 %",3.757 €/m2,"0,30 %","1,70 %","2,00 %",2.363 €/m2,"0,90 %","2,30 %","2,40 %",3.926 €/m2,"-0,40 %","-0,10 %","0,30 %",2.542 €/m2,"2,10 %","1,70 %","2,20 %",1.932 €/m2,"-0,30 %","-0,90 %","2,00 %",4.559 €/m2,"0,00 %","-0,90 %","-1,90 %",5.787 €/m2,"0,10 %","0,20 %","-0,20 %",2.544 €/m2,"0,80 %","1,20 %","-1,30 %",3.702 €/m2,"0,30 %","2,00 %","-0,50 %",2.067 €/m2,"0,20 %","0,80 %","2,10 %",2.347 €/m2,"0,00 %","-1,30 %","4,20 %",2.393 €/m2,"0,30 %","-2,10 %","-0,90 %",1.751 €/m2,"-0,40 %","-1,50 %","0,10 %"
